PID	App. Year	Improvements	Land	Total	CollectedOn
82	2022	217700	199300	417000	2024-11-26
82	2021	217700	199300	417000	2024-11-26
83	2023	190300	161800	352100	2024-11-26
83	2022	190300	161800	352100	2024-11-26
83	2021	189900	161800	351700	2024-11-26
84	2023	3187200	2000100	5187300	2024-11-26
84	2022	3187200	2000100	5187300	2024-11-26
84	2021	3187200	2000100	5187300	2024-11-26
85	2023	0	16900	16900	2024-11-26
85	2022	0	16900	16900	2024-11-26
85	2021	0	16900	16900	2024-11-26
86	2023	471700	228900	700600	2024-11-26
86	2022	471700	228900	700600	2024-11-26
86	2021	471700	228900	700600	2024-11-26
87	2023	379700	256000	635700	2024-11-26
87	2022	379700	256000	635700	2024-11-26
87	2021	379700	256000	635700	2024-11-26
88	2023	43200	113400	156600	2024-11-26
88	2022	43200	113400	156600	2024-11-26
88	2021	43200	113400	156600	2024-11-26
89	2023	269500	375600	645100	2024-11-26
89	2022	252300	375600	627900	2024-11-26
89	2021	252300	375600	627900	2024-11-26
91	2023	526300	277000	803300	2024-11-26
91	2022	526300	277000	803300	2024-11-26
91	2021	526300	277000	803300	2024-11-26
92	2023	77800	179500	257300	2024-11-26
92	2022	77800	179500	257300	2024-11-26
92	2021	77800	179500	257300	2024-11-26
93	2023	548900	204300	753200	2024-11-26
93	2022	548900	204300	753200	2024-11-26
93	2021	475800	204300	680100	2024-11-26
94	2023	385500	179200	564700	2024-11-26
94	2022	385500	179200	564700	2024-11-26
94	2021	385500	179200	564700	2024-11-26
95	2023	410100	207600	617700	2024-11-26
95	2022	410100	207600	617700	2024-11-26
95	2021	410100	207600	617700	2024-11-26
99	2023	328500	0	328500	2024-11-26
99	2022	328500	0	328500	2024-11-26
99	2021	328500	0	328500	2024-11-26
101	2023	543900	0	543900	2024-11-26
101	2022	543900	0	543900	2024-11-26
101	2021	543900	0	543900	2024-11-26
102	2023	7500	104000	111500	2024-11-26
102	2022	7500	104000	111500	2024-11-26
102	2021	7500	104000	111500	2024-11-26
103	2023	121800	185100	306900	2024-11-26
103	2022	121800	185100	306900	2024-11-26
103	2021	121800	185100	306900	2024-11-26
104	2023	1055000	394300	1449300	2024-11-26
104	2022	1055000	394300	1449300	2024-11-26
104	2021	1055000	394300	1449300	2024-11-26
105	2023	236100	274300	510400	2024-11-26
105	2022	236100	274300	510400	2024-11-26
105	2021	236100	274300	510400	2024-11-26
106	2023	1421000	488300	1909300	2024-11-26
106	2022	1421000	488300	1909300	2024-11-26
106	2021	1421000	488300	1909300	2024-11-26
107	2023	359500	263700	623200	2024-11-26
107	2022	359500	263700	623200	2024-11-26
107	2021	359500	263700	623200	2024-11-26
111	2023	4400	424700	429100	2024-11-26
111	2022	4400	424700	429100	2024-11-26
111	2021	4400	424700	429100	2024-11-26
115	2023	89200	194200	283400	2024-11-26
115	2022	51000	194200	245200	2024-11-26
115	2021	221200	258500	479700	2024-11-26
116	2023	249500	148200	397700	2024-11-26
116	2022	249500	148200	397700	2024-11-26
116	2021	249500	148200	397700	2024-11-26
117	2023	435400	0	435400	2024-11-26
117	2022	426300	0	426300	2024-11-26
117	2021	426300	0	426300	2024-11-26
118	2023	155800	405100	560900	2024-11-26
118	2022	155800	405100	560900	2024-11-26
118	2021	155800	405100	560900	2024-11-26
120	2023	462100	360800	822900	2024-11-26
120	2022	462100	360800	822900	2024-11-26
120	2021	462100	360800	822900	2024-11-26
121	2023	124500	143700	268200	2024-11-26
121	2022	2900	143700	146600	2024-11-26
121	2021	2400	143700	146100	2024-11-26
122	2023	273000	133300	406300	2024-11-26
122	2022	273000	133300	406300	2024-11-26
122	2021	273000	133300	406300	2024-11-26
123	2023	151900	132200	284100	2024-11-26
123	2022	151900	132200	284100	2024-11-26
123	2021	151900	132200	284100	2024-11-26
124	2023	354900	223000	577900	2024-11-26
124	2022	354900	223000	577900	2024-11-26
124	2021	354900	223000	577900	2024-11-26
125	2023	272000	155700	427700	2024-11-26
125	2022	272000	155700	427700	2024-11-26
125	2021	272000	155700	427700	2024-11-26
127	2023	240200	153300	393500	2024-11-26
127	2022	240200	153300	393500	2024-11-26
127	2021	240200	153300	393500	2024-11-26
128	2023	395000	188500	583500	2024-11-26
128	2022	395000	188500	583500	2024-11-26
128	2021	395000	188500	583500	2024-11-26
129	2023	182300	157500	339800	2024-11-26
129	2022	182300	157500	339800	2024-11-26
129	2021	182300	157500	339800	2024-11-26
132	2023	0	40300	40300	2024-11-26
132	2022	0	40300	40300	2024-11-26
132	2021	0	40300	40300	2024-11-26
133	2023	42000	0	42000	2024-11-26
133	2022	42000	0	42000	2024-11-26
133	2021	42000	0	42000	2024-11-26
136	2023	15200	12200	27400	2024-11-26
136	2022	15200	12200	27400	2024-11-26
136	2021	15200	12200	27400	2024-11-26
137	2023	46900	189400	236300	2024-11-26
137	2022	46900	189400	236300	2024-11-26
137	2021	46900	189400	236300	2024-11-26
138	2023	1194500	246000	1440500	2024-11-26
138	2022	1194500	246000	1440500	2024-11-26
138	2021	1194500	246000	1440500	2024-11-26
139	2023	81400	166400	247800	2024-11-26
139	2022	81400	166400	247800	2024-11-26
139	2021	81400	166400	247800	2024-11-26
140	2023	595300	151500	746800	2024-11-26
140	2022	575300	151500	726800	2024-11-26
140	2021	575300	151500	726800	2024-11-26
142	2023	183800	209900	393700	2024-11-26
142	2022	183800	209900	393700	2024-11-26
142	2021	183800	209900	393700	2024-11-26
143	2023	334100	206900	541000	2024-11-26
143	2022	334100	206900	541000	2024-11-26
143	2021	334100	206900	541000	2024-11-26
144	2023	145200	133000	278200	2024-11-26
144	2022	145200	133000	278200	2024-11-26
144	2021	144800	133000	277800	2024-11-26
148	2023	163800	142700	306500	2024-11-26
148	2022	163800	142700	306500	2024-11-26
148	2021	163800	142700	306500	2024-11-26
149	2023	385600	171200	556800	2024-11-26
149	2022	385600	171200	556800	2024-11-26
149	2021	385600	171200	556800	2024-11-26
150	2023	402500	170200	572700	2024-11-26
150	2022	410700	170200	580900	2024-11-26
150	2021	410700	170200	580900	2024-11-26
151	2023	0	218500	218500	2024-11-26
151	2022	0	218500	218500	2024-11-26
151	2021	0	218500	218500	2024-11-26
152	2023	176000	84800	260800	2024-11-26
152	2022	176000	84800	260800	2024-11-26
152	2021	175200	84800	260000	2024-11-26
153	2023	149400	111300	260700	2024-11-26
153	2022	149400	111300	260700	2024-11-26
153	2021	149400	111300	260700	2024-11-26
154	2023	82500	82400	164900	2024-11-26
154	2022	82500	82400	164900	2024-11-26
154	2021	82500	82400	164900	2024-11-26
159	2023	23700	166100	189800	2024-11-26
159	2022	21200	166100	187300	2024-11-26
159	2021	21200	166100	187300	2024-11-26
161	2023	562100	219600	781700	2024-11-26
161	2022	562100	219600	781700	2024-11-26
161	2021	562100	219600	781700	2024-11-26
162	2023	172300	126800	299100	2024-11-26
162	2022	165400	126800	292200	2024-11-26
162	2021	165400	126800	292200	2024-11-26
163	2023	269600	158900	428500	2024-11-26
163	2022	269600	158900	428500	2024-11-26
163	2021	269600	158900	428500	2024-11-26
164	2023	46200	98300	144500	2024-11-26
164	2022	46200	98300	144500	2024-11-26
164	2021	46200	98300	144500	2024-11-26
167	2023	289300	224000	513300	2024-11-26
167	2022	289300	224000	513300	2024-11-26
167	2021	289300	224000	513300	2024-11-26
168	2023	174500	129600	304100	2024-11-26
168	2022	174500	129600	304100	2024-11-26
168	2021	174500	129600	304100	2024-11-26
169	2023	154200	111100	265300	2024-11-26
169	2022	154200	111100	265300	2024-11-26
169	2021	154200	111100	265300	2024-11-26
170	2023	1225500	266800	1492300	2024-11-26
170	2022	1225500	266800	1492300	2024-11-26
170	2021	1225500	266800	1492300	2024-11-26
171	2023	0	144500	144500	2024-11-26
171	2022	0	144500	144500	2024-11-26
171	2021	0	144500	144500	2024-11-26
172	2023	0	161400	161400	2024-11-26
172	2022	0	161400	161400	2024-11-26
172	2021	0	161400	161400	2024-11-26
173	2023	465200	146600	611800	2024-11-26
173	2022	465200	146600	611800	2024-11-26
173	2021	465200	154000	619200	2024-11-26
174	2023	152300	132200	284500	2024-11-26
174	2022	152300	132200	284500	2024-11-26
174	2021	152300	132200	284500	2024-11-26
176	2023	156600	137900	294500	2024-11-26
176	2022	156600	137900	294500	2024-11-26
176	2021	156600	137900	294500	2024-11-26
177	2023	81400	129800	211200	2024-11-26
177	2022	81400	129800	211200	2024-11-26
177	2021	85100	129800	214900	2024-11-26
178	2023	231800	126600	358400	2024-11-26
178	2022	231800	126600	358400	2024-11-26
178	2021	231800	126600	358400	2024-11-26
179	2023	149400	138100	287500	2024-11-26
179	2022	149400	138100	287500	2024-11-26
179	2021	149400	138100	287500	2024-11-26
180	2023	597800	284700	882500	2024-11-26
180	2022	597800	284700	882500	2024-11-26
180	2021	597800	284700	882500	2024-11-26
181	2023	0	333600	333600	2024-11-26
181	2022	0	333600	333600	2024-11-26
181	2021	0	333600	333600	2024-11-26
182	2023	546700	233200	779900	2024-11-26
182	2022	507900	233200	741100	2024-11-26
182	2021	507900	233200	741100	2024-11-26
183	2023	282900	103000	385900	2024-11-26
183	2022	282900	103000	385900	2024-11-26
183	2021	10900	103000	113900	2024-11-26
187	2023	314000	322400	636400	2024-11-26
187	2022	314000	322400	636400	2024-11-26
187	2021	351200	344600	695800	2024-11-26
188	2023	613900	312400	926300	2024-11-26
188	2022	613900	312400	926300	2024-11-26
188	2021	329500	275100	604600	2024-11-26
189	2023	8500	129600	138100	2024-11-26
189	2022	8500	129600	138100	2024-11-26
189	2021	8500	129600	138100	2024-11-26
190	2023	0	59200	59200	2024-11-26
190	2022	0	59200	59200	2024-11-26
190	2021	0	59200	59200	2024-11-26
191	2023	0	204100	204100	2024-11-26
191	2022	0	204100	204100	2024-11-26
191	2021	0	204100	204100	2024-11-26
192	2023	0	689600	689600	2024-11-26
192	2022	0	689600	689600	2024-11-26
192	2021	0	689600	689600	2024-11-26
194	2023	0	22300	22300	2024-11-26
194	2022	0	22300	22300	2024-11-26
194	2021	0	22300	22300	2024-11-26
195	2023	343500	176200	519700	2024-11-26
195	2022	343500	176200	519700	2024-11-26
195	2021	343500	176200	519700	2024-11-26
197	2023	0	166600	166600	2024-11-26
197	2022	0	166600	166600	2024-11-26
197	2021	0	166600	166600	2024-11-26
201	2023	322700	251700	574400	2024-11-26
201	2022	322700	251700	574400	2024-11-26
201	2021	322700	251700	574400	2024-11-26
202	2023	420600	774500	1195100	2024-11-26
202	2022	418600	774500	1193100	2024-11-26
202	2021	392300	774500	1166800	2024-11-26
203	2023	232400	125100	357500	2024-11-26
203	2022	232400	125100	357500	2024-11-26
203	2021	232400	125100	357500	2024-11-26
204	2023	396000	484700	880700	2024-11-26
204	2022	396000	484700	880700	2024-11-26
204	2021	396000	484700	880700	2024-11-26
206	2023	606800	227800	834600	2024-11-26
206	2022	606800	227800	834600	2024-11-26
206	2021	606800	227800	834600	2024-11-26
207	2023	1700	647500	649200	2024-11-26
207	2022	1700	647500	649200	2024-11-26
207	2021	1700	647500	649200	2024-11-26
208	2023	136600	142400	279000	2024-11-26
208	2022	180600	142400	323000	2024-11-26
208	2021	180600	142400	323000	2024-11-26
209	2023	124500	143300	267800	2024-11-26
209	2022	124500	143300	267800	2024-11-26
209	2021	119000	143300	262300	2024-11-26
210	2023	193800	143300	337100	2024-11-26
210	2022	193800	143300	337100	2024-11-26
210	2021	193800	143300	337100	2024-11-26
217	2023	0	476800	476800	2024-11-26
217	2022	0	476800	476800	2024-11-26
217	2021	0	476800	476800	2024-11-26
219	2023	176100	164500	340600	2024-11-26
219	2022	176100	164500	340600	2024-11-26
219	2021	176100	164500	340600	2024-11-26
220	2023	180400	108100	288500	2024-11-26
220	2022	180400	108100	288500	2024-11-26
220	2021	180400	108100	288500	2024-11-26
221	2023	221900	95600	317500	2024-11-26
221	2022	221900	95600	317500	2024-11-26
221	2021	221900	95600	317500	2024-11-26
222	2023	269100	168700	437800	2024-11-26
222	2022	269100	168700	437800	2024-11-26
222	2021	269100	168700	437800	2024-11-26
223	2023	334100	175300	509400	2024-11-26
223	2022	334100	175300	509400	2024-11-26
223	2021	322900	175300	498200	2024-11-26
224	2023	234300	215300	449600	2024-11-26
224	2022	234300	215300	449600	2024-11-26
224	2021	234300	215300	449600	2024-11-26
225	2023	86100	176600	262700	2024-11-26
225	2022	86100	176600	262700	2024-11-26
225	2021	86100	176600	262700	2024-11-26
229	2023	312700	179600	492300	2024-11-26
229	2022	312700	179600	492300	2024-11-26
229	2021	312700	179600	492300	2024-11-26
230	2023	0	218200	218200	2024-11-26
230	2022	0	218200	218200	2024-11-26
230	2021	0	218200	218200	2024-11-26
231	2023	0	91300	91300	2024-11-26
231	2022	82800	91300	174100	2024-11-26
231	2021	82800	91300	174100	2024-11-26
232	2023	72200	57800	130000	2024-11-26
232	2022	72200	57800	130000	2024-11-26
232	2021	72200	57800	130000	2024-11-26
233	2023	81500	65100	146600	2024-11-26
233	2022	81500	65100	146600	2024-11-26
233	2021	81500	65100	146600	2024-11-26
234	2023	228500	134400	362900	2024-11-26
234	2022	228500	134400	362900	2024-11-26
234	2021	228500	134400	362900	2024-11-26
235	2023	455900	169300	625200	2024-11-26
235	2022	455900	169300	625200	2024-11-26
235	2021	455900	169300	625200	2024-11-26
236	2023	184400	119700	304100	2024-11-26
236	2022	184400	119700	304100	2024-11-26
236	2021	184400	119700	304100	2024-11-26
237	2023	45100	88200	133300	2024-11-26
237	2022	45100	88200	133300	2024-11-26
237	2021	45100	88200	133300	2024-11-26
238	2023	149100	133300	282400	2024-11-26
238	2022	149100	133300	282400	2024-11-26
238	2021	149100	133300	282400	2024-11-26
241	2023	62700	719400	782100	2024-11-26
241	2022	143900	719400	863300	2024-11-26
241	2021	143900	719400	863300	2024-11-26
243	2023	0	9700	9700	2024-11-26
243	2022	0	9700	9700	2024-11-26
243	2021	0	9700	9700	2024-11-26
244	2023	0	800	800	2024-11-26
244	2022	0	800	800	2024-11-26
244	2021	0	800	800	2024-11-26
245	2023	193200	115700	308900	2024-11-26
245	2022	193200	115700	308900	2024-11-26
245	2021	193200	115700	308900	2024-11-26
246	2023	0	300300	300300	2024-11-26
246	2022	0	300300	300300	2024-11-26
246	2021	0	300300	300300	2024-11-26
247	2023	13400	149200	162600	2024-11-26
247	2022	13400	149200	162600	2024-11-26
247	2021	13400	149200	162600	2024-11-26
248	2023	126300	137700	264000	2024-11-26
248	2022	126300	137700	264000	2024-11-26
248	2021	126300	137700	264000	2024-11-26
249	2023	155900	144300	300200	2024-11-26
249	2022	155900	144300	300200	2024-11-26
249	2021	155900	144300	300200	2024-11-26
250	2023	0	341700	341700	2024-11-26
250	2022	0	341700	341700	2024-11-26
250	2021	0	341700	341700	2024-11-26
251	2023	367000	349100	716100	2024-11-26
251	2022	367000	349100	716100	2024-11-26
251	2021	367000	349100	716100	2024-11-26
252	2023	176700	251500	428200	2024-11-26
252	2022	176700	251500	428200	2024-11-26
252	2021	176700	251500	428200	2024-11-26
253	2023	212100	150400	362500	2024-11-26
253	2022	212100	150400	362500	2024-11-26
253	2021	212100	150400	362500	2024-11-26
254	2023	356800	460900	817700	2024-11-26
254	2022	356800	460900	817700	2024-11-26
254	2021	356800	460900	817700	2024-11-26
255	2023	523800	129400	653200	2024-11-26
255	2022	471100	129400	600500	2024-11-26
255	2021	435400	129400	564800	2024-11-26
256	2023	1367900	364300	1732200	2024-11-26
256	2022	1367900	364300	1732200	2024-11-26
256	2021	1367900	364300	1732200	2024-11-26
257	2023	56900	130700	187600	2024-11-26
257	2022	56900	130700	187600	2024-11-26
257	2021	56900	130700	187600	2024-11-26
258	2023	378800	0	378800	2024-11-26
258	2022	378800	0	378800	2024-11-26
258	2021	378800	0	378800	2024-11-26
259	2023	2454700	592700	3047400	2024-11-26
259	2022	2454700	592700	3047400	2024-11-26
259	2021	2454700	592700	3047400	2024-11-26
260	2023	82600	164500	247100	2024-11-26
260	2022	82600	164500	247100	2024-11-26
260	2021	82600	164500	247100	2024-11-26
267	2023	66900	122600	189500	2024-11-26
267	2022	66900	122600	189500	2024-11-26
267	2021	66900	122600	189500	2024-11-26
270	2023	54400	117800	172200	2024-11-26
270	2022	54400	117800	172200	2024-11-26
270	2021	54400	117800	172200	2024-11-26
271	2023	293800	127600	421400	2024-11-26
271	2022	293800	127600	421400	2024-11-26
271	2021	293800	127600	421400	2024-11-26
272	2023	0	11300	11300	2024-11-26
272	2022	0	11300	11300	2024-11-26
272	2021	0	11300	11300	2024-11-26
273	2023	32800	100700	133500	2024-11-26
273	2022	32800	100700	133500	2024-11-26
273	2021	32800	100700	133500	2024-11-26
274	2023	230700	139000	369700	2024-11-26
274	2022	230700	139000	369700	2024-11-26
274	2021	230700	139000	369700	2024-11-26
275	2023	15500	109800	125300	2024-11-26
275	2022	15500	109800	125300	2024-11-26
275	2021	30200	109800	140000	2024-11-26
276	2023	133100	173400	306500	2024-11-26
276	2022	133100	173400	306500	2024-11-26
276	2021	133100	173400	306500	2024-11-26
277	2023	0	58200	58200	2024-11-26
277	2022	0	58200	58200	2024-11-26
277	2021	0	58200	58200	2024-11-26
278	2023	147100	303100	450200	2024-11-26
278	2022	147100	303100	450200	2024-11-26
278	2021	159300	313600	472900	2024-11-26
279	2023	161300	176800	338100	2024-11-26
279	2022	161300	176800	338100	2024-11-26
279	2021	161300	176800	338100	2024-11-26
280	2023	0	431500	431500	2024-11-26
280	2022	0	431500	431500	2024-11-26
280	2021	0	431500	431500	2024-11-26
283	2023	25500	171600	197100	2024-11-26
283	2022	25500	171600	197100	2024-11-26
283	2021	25500	171600	197100	2024-11-26
287	2023	566500	297100	863600	2024-11-26
287	2022	566500	297100	863600	2024-11-26
287	2021	566500	297100	863600	2024-11-26
288	2023	245600	328100	573700	2024-11-26
288	2022	245600	328100	573700	2024-11-26
288	2021	245600	328100	573700	2024-11-26
290	2023	618200	454000	1072200	2024-11-26
290	2022	618200	454000	1072200	2024-11-26
290	2021	618200	454000	1072200	2024-11-26
291	2023	0	139200	139200	2024-11-26
291	2022	0	139200	139200	2024-11-26
291	2021	0	139200	139200	2024-11-26
292	2023	376400	569300	945700	2024-11-26
292	2022	($18,800)	569300	550500	2024-11-26
292	2021	376400	569300	945700	2024-11-26
294	2023	411100	386400	797500	2024-11-26
294	2022	411100	386400	797500	2024-11-26
294	2021	411100	386400	797500	2024-11-26
295	2023	132400	104100	236500	2024-11-26
295	2022	132400	104100	236500	2024-11-26
295	2021	132400	104100	236500	2024-11-26
296	2023	131100	0	131100	2024-11-26
296	2022	131100	0	131100	2024-11-26
296	2021	131100	0	131100	2024-11-26
297	2023	40800	88400	129200	2024-11-26
297	2022	40800	88400	129200	2024-11-26
297	2021	40800	88400	129200	2024-11-26
298	2023	168100	118200	286300	2024-11-26
298	2022	168100	118200	286300	2024-11-26
298	2021	168100	118200	286300	2024-11-26
299	2023	108200	133400	241600	2024-11-26
299	2022	108200	133400	241600	2024-11-26
299	2021	108200	133400	241600	2024-11-26
300	2023	116500	93400	209900	2024-11-26
300	2022	116500	93400	209900	2024-11-26
300	2021	116500	93400	209900	2024-11-26
301	2023	197200	235000	432200	2024-11-26
301	2022	197200	235000	432200	2024-11-26
301	2021	197200	235000	432200	2024-11-26
303	2023	392100	179200	571300	2024-11-26
303	2022	392100	179200	571300	2024-11-26
303	2021	392100	179200	571300	2024-11-26
306	2023	252100	220000	472100	2024-11-26
306	2022	252100	220000	472100	2024-11-26
306	2021	254500	220000	474500	2024-11-26
307	2023	498100	362500	860600	2024-11-26
307	2022	498100	362500	860600	2024-11-26
307	2021	498100	362500	860600	2024-11-26
308	2023	280100	196600	476700	2024-11-26
308	2022	280100	196600	476700	2024-11-26
308	2021	280100	196600	476700	2024-11-26
309	2023	283000	571900	854900	2024-11-26
309	2022	283000	571900	854900	2024-11-26
309	2021	283000	571900	854900	2024-11-26
310	2023	511300	244800	756100	2024-11-26
310	2022	511300	244800	756100	2024-11-26
310	2021	511300	244800	756100	2024-11-26
311	2023	0	637800	637800	2024-11-26
311	2022	0	637800	637800	2024-11-26
311	2021	0	637800	637800	2024-11-26
313	2023	675600	661400	1337000	2024-11-26
313	2022	675600	661400	1337000	2024-11-26
313	2021	675600	661400	1337000	2024-11-26
315	2023	484200	174900	659100	2024-11-26
315	2022	484200	174900	659100	2024-11-26
315	2021	484200	174900	659100	2024-11-26
