					
100602	2023	0	1900	1900	2023-12-18
100622	2020	0	1500	1500	2023-02-01
100622	2021	0	1500	1500	2023-02-01
100622	2022	0	1500	1500	2023-02-01
100622	2023	0	1300	1300	2023-12-18
100642	2020	0	30000	30000	2023-02-01
100642	2021	0	33000	33000	2023-02-01
100642	2022	0	33000	33000	2023-02-01
100642	2023	0	33000	33000	2023-12-18
100662	2020	0	2600	2600	2023-02-01
100662	2021	0	2600	2600	2023-02-01
100662	2022	0	2600	2600	2023-02-01
100662	2023	0	2300	2300	2023-12-18
100722	2020	248500	192600	441100	2023-02-01
100722	2021	359600	176700	536300	2023-02-01
100722	2022	374200	176700	550900	2023-02-01
100722	2023	374200	176700	550900	2023-12-18
100742	2020	346600	200800	547400	2023-02-01
100742	2021	674200	219200	893400	2023-02-01
100742	2022	674200	219200	893400	2023-02-01
100742	2023	674200	218900	893100	2023-12-18
100822	2020	134100	265300	399400	2023-02-01
100822	2021	147600	290200	437800	2023-02-01
100822	2022	147600	290200	437800	2023-02-01
100822	2023	147600	371300	518900	2023-12-18
100863	2020	154900	81500	236400	2023-02-01
100863	2021	162900	104400	267300	2023-02-01
100863	2022	162900	104400	267300	2023-02-01
100863	2023	162900	104400	267300	2023-12-18
1009	2020	0	10800	10800	2023-02-01
1009	2021	0	10800	10800	2023-02-01
1009	2022	0	10800	10800	2023-02-01
1009	2023	0	10700	10700	2023-12-18
101	2020	543200	0	543200	2023-02-01
101	2021	543900	0	543900	2023-02-01
101	2022	543900	0	543900	2023-02-01
101	2023	543900	0	543900	2023-12-18
101082	2020	0	135200	135200	2023-02-01
101082	2021	0	179500	179500	2023-02-01
101082	2022	0	179500	179500	2023-02-01
101082	2023	0	179500	179500	2023-12-18
101143	2020	503500	142500	646000	2023-02-01
101143	2021	588800	207200	796000	2023-02-01
101143	2022	531300	180100	711400	2023-02-01
101143	2023	531300	180100	711400	2023-12-18
101162	2020	234200	253100	487300	2023-02-01
101162	2021	273300	253100	526400	2023-02-01
101162	2022	273300	253100	526400	2023-02-01
101162	2023	273300	253100	526400	2023-12-18
101182	2020	363200	293700	656900	2023-02-01
101182	2021	457000	332800	789800	2023-02-01
101182	2022	457000	332800	789800	2023-02-01
101182	2023	457000	332800	789800	2023-12-18
101183	2020	0	400	400	2023-02-01
101183	2021	0	400	400	2023-02-01
101183	2022	0	400	400	2023-02-01
101183	2023	0	400	400	2023-12-18
101202	2020	0	2900	2900	2023-02-01
101202	2021	0	3100	3100	2023-02-01
101202	2022	0	3100	3100	2023-02-01
101202	2023	0	3000	3000	2023-12-18
101203	2020	0	6400	6400	2023-02-01
101203	2021	0	6400	6400	2023-02-01
101203	2022	0	6400	6400	2023-02-01
101203	2023	0	6400	6400	2023-12-18
101204	2020	0	2800	2800	2023-02-01
101204	2021	0	2800	2800	2023-02-01
101204	2022	0	2800	2800	2023-02-01
101204	2023	0	2700	2700	2023-12-18
101205	2020	0	2500	2500	2023-02-01
101205	2021	0	2500	2500	2023-02-01
101205	2022	0	2500	2500	2023-02-01
101205	2023	0	2400	2400	2023-12-18
101224	2020	389900	158900	548800	2023-02-01
101224	2021	484500	174400	658900	2023-02-01
101224	2022	521700	174800	696500	2023-02-01
101224	2023	521700	174800	696500	2023-12-18
101242	2020	533100	220700	753800	2023-02-01
101242	2021	660000	249300	909300	2023-02-01
101242	2022	660000	249300	909300	2023-02-01
101242	2023	660000	249300	909300	2023-12-18
101243	2020	486400	188500	674900	2023-02-01
101243	2021	621200	221300	842500	2023-02-01
101243	2022	621200	221300	842500	2023-02-01
101243	2023	621200	221300	842500	2023-12-18
101262	2020	380700	163700	544400	2023-02-01
101262	2021	405400	185900	591300	2023-02-01
101262	2022	408800	185900	594700	2023-02-01
101262	2023	408800	185900	594700	2023-12-18
101282	2020	267400	155600	423000	2023-02-01
101282	2021	384200	200600	584800	2023-02-01
101282	2022	384200	200700	584900	2023-02-01
101282	2023	384200	200600	584800	2023-12-18
101325	2020	594700	241800	836500	2023-02-01
101325	2021	628800	203400	832200	2023-02-01
101325	2022	628800	203400	832200	2023-02-01
101325	2023	666300	203300	869600	2023-12-18
101342	2020	811100	528100	1339200	2023-02-01
101342	2021	810900	874800	1685700	2023-02-01
101342	2022	812300	660900	1473200	2023-02-01
101342	2023	812300	660900	1473200	2023-12-18
101362	2020	108200	119700	227900	2023-02-01
101362	2021	516900	186400	703300	2023-02-01
101362	2022	516800	186500	703300	2023-02-01
101362	2023	516900	186400	703300	2023-12-18
101382	2020	246400	182700	429100	2023-02-01
101382	2021	244400	182200	426600	2023-02-01
101382	2022	244600	182200	426800	2023-02-01
101382	2023	244600	182100	426700	2023-12-18
101442	2020	3300	32100	35400	2023-02-01
101442	2021	3500	89800	93300	2023-02-01
101442	2022	3500	89800	93300	2023-02-01
101442	2023	3500	89700	93200	2023-12-18
101462	2020	840900	176500	1017400	2023-02-01
101462	2021	926800	191100	1117900	2023-02-01
101462	2022	926800	191100	1117900	2023-02-01
101462	2023	926800	191100	1117900	2023-12-18
101483	2020	0	119900	119900	2023-02-01
101483	2021	200	144400	144600	2023-02-01
101483	2022	200	144400	144600	2023-02-01
101483	2023	200	144400	144600	2023-12-18
1015	2020	49200	95200	144400	2023-02-01
1015	2021	56500	122100	178600	2023-02-01
1015	2022	56500	122100	178600	2023-02-01
1015	2023	56500	122100	178600	2023-12-18
101502	2020	0	11600	11600	2023-02-01
101502	2021	0	13400	13400	2023-02-01
101502	2022	0	13400	13400	2023-02-01
101502	2023	0	13400	13400	2023-12-18
101523	2020	295500	105300	400800	2023-02-01
101523	2021	319000	144400	463400	2023-02-01
101523	2022	319000	144400	463400	2023-02-01
101523	2023	319000	144300	463300	2023-12-18
101542	2020	109800	271800	381600	2023-02-01
101542	2021	203700	327400	531100	2023-02-01
101542	2022	203700	327400	531100	2023-02-01
101542	2023	203700	327200	530900	2023-12-18
101562	2020	800	15600	16400	2023-02-01
101562	2021	900	15900	16800	2023-02-01
101562	2022	900	15900	16800	2023-02-01
101562	2023	900	15800	16700	2023-12-18
101582	2020	0	2800	2800	2023-02-01
101582	2021	0	2800	2800	2023-02-01
101582	2022	0	2900	2900	2023-02-01
101582	2023	0	2700	2700	2023-12-18
1016	2020	111500	118800	230300	2023-02-01
1016	2021	122600	155100	277700	2023-02-01
1016	2022	122600	155100	277700	2023-02-01
1016	2023	122600	155100	277700	2023-12-18
101602	2020	217800	0	217800	2023-02-01
101602	2021	243200	0	243200	2023-02-01
101602	2022	243200	0	243200	2023-02-01
101602	2023	243200	0	243200	2023-12-18
101622	2020	139800	96100	235900	2023-02-01
101622	2021	334300	114400	448700	2023-02-01
101622	2022	344800	114500	459300	2023-02-01
101622	2023	365500	114500	480000	2023-12-18
101642	2020	260900	111600	372500	2023-02-01
101642	2021	281900	144800	426700	2023-02-01
101642	2022	281900	144800	426700	2023-02-01
101642	2023	281900	144800	426700	2023-12-18
1018	2020	39600	81900	121500	2023-02-01
1018	2021	43400	94600	138000	2023-02-01
1018	2022	43400	94600	138000	2023-02-01
1018	2023	43400	94500	137900	2023-12-18
1019	2020	253200	126000	379200	2023-02-01
1019	2021	265300	163000	428300	2023-02-01
1019	2022	265300	163000	428300	2023-02-01
1019	2023	265300	163000	428300	2023-12-18
102	2020	7500	91900	99400	2023-02-01
102	2021	7500	104000	111500	2023-02-01
102	2022	7500	104000	111500	2023-02-01
102	2023	7500	104000	111500	2023-12-18
1020	2020	102200	131400	233600	2023-02-01
1020	2021	81200	169000	250200	2023-02-01
1020	2022	81200	169000	250200	2023-02-01
1020	2023	81200	169000	250200	2023-12-18
1022	2020	256100	140500	396600	2023-02-01
1022	2021	370500	182300	552800	2023-02-01
1022	2022	370500	182300	552800	2023-02-01
1022	2023	370500	182300	552800	2023-12-18
1023	2020	139700	158800	298500	2023-02-01
1023	2021	160500	195700	356200	2023-02-01
1023	2022	160500	195700	356200	2023-02-01
1023	2023	160500	195700	356200	2023-12-18
1024	2020	121200	102400	223600	2023-02-01
1024	2021	142900	148400	291300	2023-02-01
1024	2022	142900	148400	291300	2023-02-01
1024	2023	142900	148400	291300	2023-12-18
1025	2020	201800	189300	391100	2023-02-01
1025	2021	277500	202000	479500	2023-02-01
1025	2022	296500	202000	498500	2023-02-01
1025	2023	296500	202000	498500	2023-12-18
1026	2020	248000	138200	386200	2023-02-01
1026	2021	261400	176100	437500	2023-02-01
1026	2022	261400	176100	437500	2023-02-01
1026	2023	261400	176100	437500	2023-12-18
102644	2020	8300	11800	20100	2023-02-01
102644	2021	6300	16400	22700	2023-02-01
102644	2022	6300	16400	22700	2023-02-01
102644	2023	6300	16400	22700	2023-12-18
102691	2020	718300	355800	1074100	2023-02-01
102691	2021	791100	301800	1092900	2023-02-01
102691	2022	791100	301800	1092900	2023-02-01
102691	2023	793000	301700	1094700	2023-12-18
102692	2020	522900	148200	671100	2023-02-01
102692	2021	645300	168900	814200	2023-02-01
102692	2022	645300	168900	814200	2023-02-01
102692	2023	645600	168900	814500	2023-12-18
1027	2020	0	19100	19100	2023-02-01
1027	2021	0	19100	19100	2023-02-01
1027	2022	0	19100	19100	2023-02-01
1027	2023	0	19900	19900	2023-12-18
102712	2020	8300	183700	192000	2023-02-01
102712	2021	11100	246900	258000	2023-02-01
102712	2022	11100	246900	258000	2023-02-01
102712	2023	11100	246900	258000	2023-12-18
102732	2020	16600	62700	79300	2023-02-01
102732	2021	36300	69300	105600	2023-02-01
102732	2022	36300	69300	105600	2023-02-01
102732	2023	36300	69300	105600	2023-12-18
102736	2020	394900	192000	586900	2023-02-01
102736	2021	425900	192300	618200	2023-02-01
102736	2022	425900	192300	618200	2023-02-01
102736	2023	425900	192300	618200	2023-12-18
102737	2020	569100	324800	893900	2023-02-01
102737	2021	672900	368500	1041400	2023-02-01
102737	2022	672900	368500	1041400	2023-02-01
102737	2023	672900	368500	1041400	2023-12-18
102759	2020	0	600	600	2023-02-01
102759	2021	0	600	600	2023-02-01
102759	2022	0	600	600	2023-02-01
102759	2023	0	600	600	2023-12-18
102763	2020	0	3300	3300	2023-02-01
102763	2021	0	3300	3300	2023-02-01
102763	2022	0	3300	3300	2023-02-01
102763	2023	0	3200	3200	2023-12-18
102766	2020	169600	153300	322900	2023-02-01
102766	2021	171800	174300	346100	2023-02-01
102766	2022	171800	174300	346100	2023-02-01
102766	2023	205000	174300	379300	2023-12-18
102768	2020	0	83800	83800	2023-02-01
102768	2021	0	109300	109300	2023-02-01
102768	2022	0	109300	109300	2023-02-01
102768	2023	0	109300	109300	2023-12-18
102770	2020	572100	196400	768500	2023-02-01
102770	2021	632600	180600	813200	2023-02-01
102770	2022	632600	180600	813200	2023-02-01
102770	2023	692600	180600	873200	2023-12-18
102771	2020	142000	93900	235900	2023-02-01
102771	2021	155400	136800	292200	2023-02-01
102771	2022	155400	136800	292200	2023-02-01
102771	2023	155400	136800	292200	2023-12-18
102772	2020	0	14800	14800	2023-02-01
102772	2021	0	14800	14800	2023-02-01
102772	2022	0	14800	14800	2023-02-01
102772	2023	0	14500	14500	2023-12-18
1028	2020	0	10500	10500	2023-02-01
1028	2021	0	12200	12200	2023-02-01
1028	2022	0	12200	12200	2023-02-01
1028	2023	0	12200	12200	2023-12-18
102814	2020	42600	278300	320900	2023-02-01
102814	2021	49000	342900	391900	2023-02-01
102814	2022	49000	342900	391900	2023-02-01
102814	2023	49000	342900	391900	2023-12-18
102815	2020	0	114900	114900	2023-02-01
102815	2021	0	126900	126900	2023-02-01
102815	2022	0	126900	126900	2023-02-01
102815	2023	0	126900	126900	2023-12-18
102834	2020	756800	297800	1054600	2023-02-01
102834	2021	860200	346200	1206400	2023-02-01
102834	2022	860200	346200	1206400	2023-02-01
102834	2023	892800	346200	1239000	2023-12-18
102854	2020	45900	69600	115500	2023-02-01
102854	2021	67300	91400	158700	2023-02-01
102854	2022	67300	91400	158700	2023-02-01
102854	2023	67300	91400	158700	2023-12-18
102874	2020	0	3800	3800	2023-02-01
102874	2021	0	3800	3800	2023-02-01
102874	2022	0	3800	3800	2023-02-01
102874	2023	0	3600	3600	2023-12-18
102875	2020	0	13700	13700	2023-02-01
102875	2021	0	13700	13700	2023-02-01
102875	2022	0	13700	13700	2023-02-01
102875	2023	0	13000	13000	2023-12-18
102876	2020	0	800	800	2023-02-01
102876	2021	0	800	800	2023-02-01
102876	2022	0	800	800	2023-02-01
102876	2023	0	700	700	2023-12-18
102896	2020	0	400	400	2023-02-01
102896	2021	0	500	500	2023-02-01
102896	2022	0	500	500	2023-02-01
102896	2023	215600	215000	430600	2023-12-18
102897	2020	96500	216600	313100	2023-02-01
102897	2021	72500	265300	337800	2023-02-01
102897	2022	72500	265300	337800	2023-02-01
102897	2023	72500	265300	337800	2023-12-18
102916	2020	0	25000	25000	2023-02-01
102916	2021	0	25000	25000	2023-02-01
102916	2022	0	25000	25000	2023-02-01
102916	2023	0	25000	25000	2023-12-18
102956	2020	0	206300	206300	2023-02-01
102956	2021	0	237100	237100	2023-02-01
102956	2022	0	237100	237100	2023-02-01
102956	2023	0	237100	237100	2023-12-18
102976	2020	28500	93900	122400	2023-02-01
102976	2021	37100	121900	159000	2023-02-01
102976	2022	37100	121900	159000	2023-02-01
102976	2023	37100	121800	158900	2023-12-18
102996	2020	0	9900	9900	2023-02-01
102996	2021	0	9900	9900	2023-02-01
102996	2022	0	10000	10000	2023-02-01
102996	2023	0	9900	9900	2023-12-18
103	2020	116200	162700	278900	2023-02-01
103	2021	121800	185100	306900	2023-02-01
103	2022	121800	185100	306900	2023-02-01
103	2023	121800	185100	306900	2023-12-18
1030	2020	320700	229000	549700	2023-02-01
1030	2021	368900	264300	633200	2023-02-01
1030	2022	368900	264300	633200	2023-02-01
1030	2023	368900	264300	633200	2023-12-18
103016	2020	34200	43200	77400	2023-02-01
103016	2021	34800	42800	77600	2023-02-01
103016	2022	34800	42800	77600	2023-02-01
103016	2023	34800	42800	77600	2023-12-18
103036	2020	0	2000	2000	2023-02-01
103036	2021	0	2000	2000	2023-02-01
103036	2022	0	2000	2000	2023-02-01
103036	2023	0	1800	1800	2023-12-18
103057	2020	411500	237400	648900	2023-02-01
103057	2021	327800	330000	657800	2023-02-01
103057	2022	327800	330000	657800	2023-02-01
103057	2023	327800	330000	657800	2023-12-18
103078	2020	11200	78900	90100	2023-02-01
103078	2021	11500	78700	90200	2023-02-01
103078	2022	11500	78700	90200	2023-02-01
103079	2020	0	2300	2300	2023-02-01
103079	2021	0	2300	2300	2023-02-01
103079	2022	0	2300	2300	2023-02-01
103079	2023	0	2000	2000	2023-12-18
103097	2020	0	3000	3000	2023-02-01
103097	2021	0	3000	3000	2023-02-01
103097	2022	0	3000	3000	2023-02-01
103097	2023	0	3000	3000	2023-12-18
1031	2020	114500	113400	227900	2023-02-01
1031	2021	145000	141700	286700	2023-02-01
1031	2022	145000	141700	286700	2023-02-01
1031	2023	145000	141600	286600	2023-12-18
103117	2020	39700	44500	84200	2023-02-01
103117	2021	37000	44500	81500	2023-02-01
103117	2022	37000	44500	81500	2023-02-01
103117	2023	37000	44500	81500	2023-12-18
103137	2020	45500	0	45500	2023-02-01
103137	2021	50000	0	50000	2023-02-01
103137	2022	50000	0	50000	2023-02-01
103137	2023	50000	0	50000	2023-12-18
103157	2020	0	4500	4500	2023-02-01
103157	2021	0	4500	4500	2023-02-01
103157	2022	0	4500	4500	2023-02-01
103157	2023	0	4500	4500	2023-12-18
103178	2021	33600	88000	121600	2023-02-01
103178	2022	33600	88000	121600	2023-02-01
103178	2023	33600	88000	121600	2023-12-18
103197	2021	60000	0	60000	2023-02-01
103197	2022	60000	0	60000	2023-02-01
103197	2023	227700	0	227700	2023-12-18
103220	2022	0	1500	1500	2023-02-01
103220	2023	0	1500	1500	2023-12-18
103222	2022	0	1300	1300	2023-02-01
103222	2023	0	1300	1300	2023-12-18
103224	2022	350700	0	350700	2023-02-01
103224	2023	251200	0	251200	2023-12-18
103225	2022	148500	0	148500	2023-02-01
103225	2023	63700	0	63700	2023-12-18
103226	2022	175000	0	175000	2023-02-01
103226	2023	108500	0	108500	2023-12-18
103227	2022	144800	0	144800	2023-02-01
103227	2023	79200	0	79200	2023-12-18
103228	2022	138900	0	138900	2023-02-01
103228	2023	73200	0	73200	2023-12-18
103229	2022	138000	0	138000	2023-02-01
103229	2023	72500	0	72500	2023-12-18
103230	2022	152100	0	152100	2023-02-01
103230	2023	85500	0	85500	2023-12-18
103233	2022	141100	0	141100	2023-02-01
103233	2023	74900	0	74900	2023-12-18
103237	2022	141000	0	141000	2023-02-01
103237	2023	74900	0	74900	2023-12-18
103238	2022	131100	0	131100	2023-02-01
103238	2023	72800	0	72800	2023-12-18
103239	2022	146200	0	146200	2023-02-01
103239	2023	78800	0	78800	2023-12-18
103240	2022	147300	0	147300	2023-02-01
103240	2023	79700	0	79700	2023-12-18
103242	2022	143100	0	143100	2023-02-01
103242	2023	72700	0	72700	2023-12-18
103243	2022	145400	0	145400	2023-02-01
103243	2023	78200	0	78200	2023-12-18
103244	2022	140800	0	140800	2023-02-01
103244	2023	74600	0	74600	2023-12-18
103245	2022	161100	0	161100	2023-02-01
103245	2023	90300	0	90300	2023-12-18
103246	2022	139800	0	139800	2023-02-01
103246	2023	73900	0	73900	2023-12-18
103247	2022	139800	0	139800	2023-02-01
103247	2023	73900	0	73900	2023-12-18
103248	2022	155900	0	155900	2023-02-01
103248	2023	86300	0	86300	2023-12-18
103249	2022	141600	0	141600	2023-02-01
103249	2023	75800	0	75800	2023-12-18
103250	2022	158900	0	158900	2023-02-01
103250	2023	88600	0	88600	2023-12-18
103251	2022	144800	0	144800	2023-02-01
103251	2023	31300	0	31300	2023-12-18
103252	2023	102100	140400	242500	2023-12-18
103252	No Data for Assessment History				2023-02-01
103252	No Data for PID				2023-08-17
103253	2023	0	12400	12400	2023-12-18
103253	No Data for PID				2023-08-17
103254	2023	33800	111300	145100	2023-12-18
103254	No Data for PID				2023-08-17
103255	2023	0	1700	1700	2023-12-18
103255	No Data for PID				2023-08-17
103257	2023	0	300	300	2023-12-18
1033	2020	229300	139800	369100	2023-02-01
1033	2021	298200	179500	477700	2023-02-01
1033	2022	298200	179500	477700	2023-02-01
1033	2023	298200	179500	477700	2023-12-18
1034	2020	15300	13100	28400	2023-02-01
1034	2021	17100	16600	33700	2023-02-01
1034	2022	17100	16600	33700	2023-02-01
1034	2023	17100	16600	33700	2023-12-18
1035	2020	140800	195200	336000	2023-02-01
1035	2021	162400	251800	414200	2023-02-01
1035	2022	162400	251800	414200	2023-02-01
1035	2023	162400	251800	414200	2023-12-18
1037	2020	29400	226000	255400	2023-02-01
1037	2021	53700	226100	279800	2023-02-01
1037	2022	53700	226100	279800	2023-02-01
1037	2023	53700	226100	279800	2023-12-18
1038	2020	70800	87600	158400	2023-02-01
1038	2021	103600	97000	200600	2023-02-01
1038	2022	114400	97000	211400	2023-02-01
1038	2023	114400	97000	211400	2023-12-18
1039	2020	0	108100	108100	2023-02-01
1039	2021	0	113300	113300	2023-02-01
1039	2022	0	6000	6000	2023-02-01
1039	2023	0	6400	6400	2023-12-18
104	2020	923900	298600	1222500	2023-02-01
104	2021	1055000	394300	1449300	2023-02-01
104	2022	1055000	394300	1449300	2023-02-01
104	2023	1055000	394300	1449300	2023-12-18
1040	2020	332600	144300	476900	2023-02-01
1040	2021	355700	143100	498800	2023-02-01
1040	2022	391100	143100	534200	2023-02-01
1040	2023	404300	143100	547400	2023-12-18
1041	2020	301900	152300	454200	2023-02-01
1041	2021	348600	147700	496300	2023-02-01
1041	2022	348600	147700	496300	2023-02-01
1041	2023	348600	147700	496300	2023-12-18
1042	2020	228600	139800	368400	2023-02-01
1042	2021	245800	152800	398600	2023-02-01
1042	2022	245800	152800	398600	2023-02-01
1042	2023	245800	152800	398600	2023-12-18
1043	2020	122000	80700	202700	2023-02-01
1043	2021	125600	100500	226100	2023-02-01
1043	2022	125600	100500	226100	2023-02-01
1043	2023	125600	100500	226100	2023-12-18
1045	2020	65600	96400	162000	2023-02-01
1045	2021	68200	105400	173600	2023-02-01
1045	2022	68200	105400	173600	2023-02-01
1045	2023	68200	105400	173600	2023-12-18
1046	2020	121700	99600	221300	2023-02-01
1046	2021	128000	131300	259300	2023-02-01
