1	TRAN	TRANSCANADA	 	 	1.00	UNITS	0	1	2024-10-27
100262	PAT1	PATIO-AVG	 	 	400.00	S.F.	2400	1	2024-10-27
100262	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-10-27
100263	BRN3	1 STORY W/LOFT	 	 	880.00	S.F.	6400	1	2024-10-27
100263	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-10-27
100263	LNT	LEAN-TO	 	 	128.00	S.F.	200	1	2024-10-27
100263	PATE	PATIO -FIELDPR	 	 	1.00	UNITS	100	1	2024-10-27
100263	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-10-27
100263	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-10-27
100265	FGR5	W/LOFT GOOD	 	 	432.00	S.F.	20200	1	2024-10-27
100265	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-10-27
100282	FGR4	W/LOFT-AVG	 	 	720.00	S.F	25900	1	2024-10-27
100282	PATG	PATIO -FIELDPR	 	 	1.00	UNITS	1500	1	2024-10-27
100282	SHD1	SHED AVERAGE	 	 	160.00	S.F.	2400	1	2024-10-27
100282	SHDE	SHED FLDPR	 	 	128.00	UNITS	64000	1	2024-10-27
1003	FGR5	W/LOFT GOOD	 	 	484.00	S.F.	20100	1	2024-10-27
1003	FNDA	SV FOUNDATION	 	 	1.00	UNITS	11000	1	2024-10-27
1003	SHED	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-10-27
100302	CAB2	W/IMPROVEMENTS	 	 	187.00	S.F.	8200	1	2024-10-27
100302	FGR1	GARAGE-AVE	 	 	832.00	S.F.	20000	1	2024-10-27
100302	IMP	IMPLEMENT SHED	 	 	288.00	S.F.	3400	1	2024-10-27
100302	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-10-27
1004	SHDB	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-10-27
1004	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-10-27
100422	MSC2	AMENITY	 	 	1.00	UNIT	130000	1	2024-10-27
100442	FGR2	GARAGE-GOOD	 	 	576.00	S.F.	21500	1	2024-10-27
100442	MSC2	AMENITY	 	 	1.00	UNIT	115000	1	2024-10-27
100462	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-10-27
100462	MSC2	AMENITY	 	 	1.00	UNIT	70000	1	2024-10-27
100463	FEP2	2 S ENC PORCH	 	 	212.00	S.F.	5600	1	2024-10-27
100463	FGR5	W/LOFT GOOD	 	 	576.00	S.F.	25500	1	2024-10-27
100463	MSC2	AMENITY	 	 	1.00	UNIT	115000	1	2024-10-27
100482	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-10-27
100482	MSC2	AMENITY	 	 	1.00	UNIT	75000	1	2024-10-27
1005	FGR4	W/LOFT-AVG	 	 	572.00	S.F	18500	1	2024-10-27
100502	FGR2	GARAGE-GOOD	 	 	576.00	S.F.	21500	1	2024-10-27
100502	LNT	LEAN-TO	 	 	96.00	S.F.	400	1	2024-10-27
100502	MSC2	AMENITY	 	 	1.00	UNIT	110000	1	2024-10-27
100503	AMNA	AMENITY VAL	 	 	1.00	UNITS	115000	1	2024-10-27
100503	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	12000	1	2024-10-27
100522	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-10-27
100522	MSC2	AMENITY	 	 	1.00	UNIT	75000	1	2024-10-27
100523	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-10-27
100523	MSC2	AMENITY	 	 	1.00	UNIT	110000	1	2024-10-27
100542	MSC2	AMENITY	 	 	1.00	UNIT	135000	1	2024-10-27
100543	MSC2	AMENITY	 	 	1.00	UNIT	135000	1	2024-10-27
100562	MSC2	AMENITY	 	 	1.00	UNIT	110000	1	2024-10-27
100563	FGR2	GARAGE-GOOD	 	 	288.00	S.F.	10800	1	2024-10-27
100563	MSC2	AMENITY	 	 	1.00	UNIT	110000	1	2024-10-27
100582	FGR5	W/LOFT GOOD	 	 	576.00	S.F.	25500	1	2024-10-27
100582	MSC2	AMENITY	 	 	1.00	UNIT	110000	1	2024-10-27
100583	FOP	SCREEN HOUSE	 	 	140.00	S.F.	1400	1	2024-10-27
100583	MSC2	AMENITY	 	 	1.00	UNIT	300000	1	2024-10-27
100583	SHD2	SHED GOOD	 	 	256.00	S.F.	4800	1	2024-10-27
1006	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-10-27
1006	SHD1	SHED AVERAGE	 	 	60.00	S.F.	800	1	2024-10-27
100722	BRN3	1 STORY W/LOFT	 	 	640.00	S.F.	6500	1	2024-10-27
100722	IMP	IMPLEMENT SHED	 	 	336.00	S.F.	700	1	2024-10-27
100742	FGR4	W/LOFT-AVG	 	 	1079.00	S.F	35000	1	2024-10-27
100742	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-10-27
100822	LNT	LEAN-TO	 	 	364.00	S.F.	1600	1	2024-10-27
100822	SHD1	SHED AVERAGE	 	 	288.00	S.F.	4300	1	2024-10-27
100863	FCP	CARPORT	 	 	400.00	S.F.	5600	1	2024-10-27
100863	LNT	LEAN-TO	 	 	120.00	S.F.	300	1	2024-10-27
100863	SHD1	SHED AVERAGE	 	 	120.00	S.F.	1100	1	2024-10-27
101	MSC3	AMMENITIES	 	 	1.00	UNIT	187000	1	2024-10-27
101	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-10-27
101143	BRN1	BARN - 1 STORY	 	 	2160.00	S.F.	29800	1	2024-10-27
101143	BRN3	1 STORY W/LOFT	 	 	1152.00	S.F.	13400	1	2024-10-27
101143	GAZC	GAZEBO FP	 	 	1.00	UNITS	1900	1	2024-10-27
101143	STB2	W/IMPROVEMENTS	 	 	768.00	S.F.	11100	1	2024-10-27
101162	BRN3	1 STORY W/LOFT	 	 	1200.00	S.F.	17400	1	2024-10-27
101162	SHD1	SHED AVERAGE	 	 	80.00	S.F.	1000	1	2024-10-27
101224	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-10-27
101242	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-10-27
101243	DECK	DECK	 	 	144.00	S.F.	1900	1	2024-10-27
101243	FCP	CARPORT	 	 	264.00	S.F.	3700	1	2024-10-27
101243	LNT	LEAN-TO	 	 	192.00	S.F.	900	1	2024-10-27
101243	SHD1	SHED AVERAGE	 	 	64.00	S.F.	1000	1	2024-10-27
101282	BRN1	BARN - 1 STORY	 	 	1890.00	S.F.	21700	1	2024-10-27
101282	IMP	IMPLEMENT SHED	 	 	36.00	S.F.	500	1	2024-10-27
101282	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-10-27
101325	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-10-27
101325	SLR5	SLR PV >20KW	 	 	1.00	UNITS	60000	1	2024-10-27
101362	BRN1	BARN - 1 STORY	 	 	374.00	S.F.	5200	1	2024-10-27
101362	BRN3	1 STORY W/LOFT	 	 	767.00	S.F.	8900	1	2024-10-27
101362	BRN8	POLE BRN/RUN N	 	 	1062.00	S.F.	6800	1	2024-10-27
101362	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-10-27
101362	IMP	IMPLEMENT SHED	 	 	424.00	S.F.	3300	1	2024-10-27
101362	SHD2	SHED GOOD	 	 	144.00	S.F.	1300	1	2024-10-27
101362	STB3	STABLE W/LOFT	 	 	1680.00	S.F.	20800	1	2024-10-27
101382	BRN1	BARN - 1 STORY	 	 	352.00	S.F.	7300	1	2024-10-27
101382	PLT1	PLTRY HSE 1 ST	 	 	36.00	S.F.	200	1	2024-10-27
101382	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-10-27
101442	BRN4	1 STY LFT&BSMT	 	 	2000.00	S.F.	3500	1	2024-10-27
101462	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-10-27
101483	SHD1	SHED AVERAGE	 	 	60.00	S.F.	200	1	2024-10-27
1015	SHD2	SHED GOOD	 	 	255.00	S.F.	2200	1	2024-10-27
1015	SHED	SHED FLDPR	 	 	80.00	UNITS	16000	1	2024-10-27
101523	SHD1	SHED AVERAGE	 	 	168.00	S.F.	2300	1	2024-10-27
101523	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-10-27
101542	BRN1	BARN - 1 STORY	 	 	432.00	S.F.	4000	1	2024-10-27
101542	BRN4	1 STY LFT&BSMT	 	 	2720.00	S.F.	33300	1	2024-10-27
101542	IMP	IMPLEMENT SHED	 	 	1408.00	S.F.	1800	1	2024-10-27
101542	MLK	MILK HOUSE	 	 	252.00	S.F.	2500	1	2024-10-27
101542	PLT1	PLTRY HSE 1 ST	 	 	240.00	S.F.	1100	1	2024-10-27
101542	SHDD	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-10-27
101562	SHD1	SHED AVERAGE	 	 	100.00	S.F.	900	1	2024-10-27
1016	LNT	LEAN-TO	 	 	144.00	S.F.	200	1	2024-10-27
1016	PLT1	PLTRY HSE 1 ST	 	 	392.00	S.F.	2100	1	2024-10-27
1016	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-10-27
101602	AMNA	AMENITY VAL	 	 	1.00	UNITS	115000	1	2024-10-27
101602	FGR1	GARAGE-AVE	 	 	336.00	S.F.	9100	1	2024-10-27
101602	PAT1	PATIO-AVG	 	 	324.00	S.F.	1900	1	2024-10-27
101602	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	1000	1	2024-10-27
101622	FGR4	W/LOFT-AVG	 	 	576.00	S.F	20700	1	2024-10-27
101642	SHDC	SHED FLDPR	 	 	1.00	UNITS	300	1	2024-10-27
1018	IMP	IMPLEMENT SHED	 	 	192.00	S.F.	1000	1	2024-10-27
1018	LNT	LEAN-TO	 	 	80.00	S.F.	100	1	2024-10-27
1018	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-10-27
1019	FGR1	GARAGE-AVE	 	 	480.00	S.F.	6100	1	2024-10-27
1019	PAT1	PATIO-AVG	 	 	1056.00	S.F.	3800	1	2024-10-27
102	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-10-27
1020	BRN3	1 STORY W/LOFT	 	 	224.00	S.F.	2600	1	2024-10-27
1020	DECK	DECK	 	 	56.00	S.F.	700	1	2024-10-27
1020	SHD3	LOW COST	 	 	240.00	S.F.	900	1	2024-10-27
1022	BRN3	1 STORY W/LOFT	 	 	1452.00	S.F.	12600	1	2024-10-27
1022	FGR2	GARAGE-GOOD	 	 	600.00	S.F.	23800	3	2024-10-27
1022	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-10-27
1022	IMP	IMPLEMENT SHED	 	 	1008.00	S.F.	11800	1	2024-10-27
1022	SHD1	SHED AVERAGE	 	 	224.00	S.F.	1200	1	2024-10-27
1022	STB1	STABLE-LC	 	 	792.00	S.F.	5000	1	2024-10-27
1022	STB2	W/IMPROVEMENTS	 	 	800.00	S.F.	17400	1	2024-10-27
1023	SHD1	SHED AVERAGE	 	 	144.00	S.F.	1900	1	2024-10-27
1024	IMP	IMPLEMENT SHED	 	 	180.00	S.F.	600	1	2024-10-27
1025	FGR1	GARAGE-AVE	 	 	660.00	S.F.	21100	1	2024-10-27
1025	LNT	LEAN-TO	 	 	112.00	S.F.	500	1	2024-10-27
1025	SHD3	LOW COST	 	 	78.00	S.F.	400	1	2024-10-27
1025	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-10-27
1025	STB2	W/IMPROVEMENTS	 	 	156.00	S.F.	1800	1	2024-10-27
1026	BRN1	BARN - 1 STORY	 	 	900.00	S.F.	10400	1	2024-10-27
1026	BRN3	1 STORY W/LOFT	 	 	1080.00	S.F.	15700	1	2024-10-27
1026	FGR1	GARAGE-AVE	 	 	792.00	S.F.	22800	1	2024-10-27
1026	SHD1	SHED AVERAGE	 	 	252.00	S.F.	2300	1	2024-10-27
102691	BRN1	BARN - 1 STORY	 	 	420.00	S.F.	8700	1	2024-10-27
102691	CNP1	CANOPY	 	 	180.00	S.F.	1800	1	2024-10-27
102691	FGR1	GARAGE-AVE	 	 	400.00	S.F.	11500	1	2024-10-27
102691	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-10-27
102691	LNT	LEAN-TO	 	 	120.00	S.F.	500	1	2024-10-27
102691	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-10-27
102712	FGR1	GARAGE-AVE	 	 	576.00	S.F.	11100	1	2024-10-27
102732	BRN3	1 STORY W/LOFT	 	 	352.00	S.F.	4100	1	2024-10-27
102732	LNT	LEAN-TO	 	 	176.00	S.F.	300	1	2024-10-27
102736	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-10-27
102736	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-10-27
102737	GEN1	BACK UP POWER >20KW	 	 	1.00	UNITS	8500	1	2024-10-27
102737	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-10-27
102737	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-10-27
102766	PATA	PATIO -FIELDPR	 	 	1.00	UNITS	100	1	2024-10-27
102766	SHD1	SHED AVERAGE	 	 	182.00	S.F.	1100	1	2024-10-27
102766	SPL2	VINYL/PLASTIC	 	 	800.00	S.F.	11000	1	2024-10-27
102770	BRN5	2 STORY	 	 	3120.00	S.F.	51200	1	2024-10-27
102770	FGRB	S STORY GAR AVE	 	 	1728.00	UNITS	82900	1	2024-10-27
102770	FOP1	OB PORCH	 	 	576.00	S.F.	6300	1	2024-10-27
102770	LNT	LEAN-TO	 	 	528.00	S.F.	2400	1	2024-10-27
102770	MLK	MILK HOUSE	 	 	192.00	S.F.	1400	1	2024-10-27
102770	PAV2	PAVING-CONC	 	 	1152.00	S.F.	5800	1	2024-10-27
102770	SLR5	SLR PV >20KW	 	 	1.00	UNITS	60000	1	2024-10-27
102771	SHD1	SHED AVERAGE	 	 	160.00	S.F.	2400	1	2024-10-27
102814	FN2	FENCE-5' CHAIN	 	 	61.00	L.F.	500	1	2024-10-27
102814	FN5	FENCE-10'CHAIN	 	 	35.00	L.F.	500	1	2024-10-27
102814	IMP	IMPLEMENT SHED	 	 	110.00	S.F.	900	1	2024-10-27
102814	LNT	LEAN-TO	 	 	128.00	S.F.	600	1	2024-10-27
102814	LT1	LIGHTS-IN W/PL	 	 	5.00	UNITS	4100	1	2024-10-27
102814	PAV1	PAVING-ASPHALT	 	 	7688.00	S.F.	10400	1	2024-10-27
102814	SHD1	SHED AVERAGE	 	 	110.00	S.F.	1000	1	2024-10-27
102814	SHD2	SHED GOOD	 	 	192.00	S.F.	3800	1	2024-10-27
102814	TEN	TENNIS COURT	 	 	12852.00	S.F.	25700	1	2024-10-27
102834	PAT1	PATIO-AVG	 	 	864.00	S.F.	5200	1	2024-10-27
102834	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-10-27
102834	SPL5	AG POOL RECTANGLE	 	 	320.00	S.F.	5600	1	2024-10-27
102854	SHD1	SHED AVERAGE	 	 	120.00	S.F.	400	1	2024-10-27
102896	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-10-27
102897	LNT	LEAN-TO	 	 	48.00	S.F.	200	1	2024-10-27
102937	COMC	COMCAST ROWS	 	 	1.00	UNITS	5100	1	2024-10-27
102976	TEN	TENNIS COURT	 	 	10716.00	S.F.	12900	1	2024-10-27
103	FGR1	GARAGE-AVE	 	 	576.00	S.F.	11100	1	2024-10-27
103	SHD1	SHED AVERAGE	 	 	240.00	S.F.	1400	1	2024-10-27
1030	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-10-27
1030	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-10-27
103016	BRN3	1 STORY W/LOFT	 	 	1200.00	S.F.	34800	1	2024-10-27
103057	WDK	WOOD DECK	 	 	60.00	S.F.	600	1	2024-10-27
1031	FGR1	GARAGE-AVE	 	 	520.00	S.F.	10000	1	2024-10-27
1031	IMP	IMPLEMENT SHED	 	 	165.00	S.F.	900	1	2024-10-27
1031	SHD1	SHED AVERAGE	 	 	99.00	S.F.	700	1	2024-10-27
103137	CNW1	CENTR FOR NTHRN WDLANDS	 	 	1.00	UNITS	50000	1	2024-10-27
103197	BRN7	1ST P&B/GOOD	 	 	864.00	S.F.	25900	1	2024-10-27
103197	BRN8	POLE BRN/RUN N	 	 	768.00	S.F.	7400	1	2024-10-27
103197	SHD1	SHED AVERAGE	 	 	288.00	S.F.	4300	1	2024-10-27
103197	SHD2	SHED GOOD	 	 	240.00	S.F.	5300	1	2024-10-27
103218	LFBR	LYME FIBER	 	 	1.00	UNITS	102900	1	2024-10-27
103218	LFBROW	LYME FIBER ROW	 	 	1.00	UNITS	111300	1	2024-10-27
103224	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103224	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-10-27
103224	SHDE	SHED FLDPR	 	 	1.00	UNITS	500	1	2024-10-27
103225	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	50000	1	2024-10-27
103226	BBLC	BASKET BALL CRT	 	 	1.00	UNITS	5500	1	2024-10-27
103226	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103227	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103228	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103229	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103230	 	 	 	 	0.00		 	1	2024-10-27
103230	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103233	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103237	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103238	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103239	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103240	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103242	LNT	LEAN-TO	 	 	70.00	S.F.	200	1	2024-10-27
103242	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103242	SHP1	WORK SHOP AVE	 	 	36.00	S.F.	400	1	2024-10-27
103243	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103244	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103245	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103246	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103247	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103248	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103249	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103250	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	62500	1	2024-10-27
103251	LOCH1	LOCH LYME LOGE AMENITY	 	 	1.00	UNIT	31300	1	2024-10-27
103254	FCP	CARPORT	 	 	336.00	S.F.	4700	1	2024-10-27
103254	LNT	LEAN-TO	 	 	66.00	S.F.	200	1	2024-10-27
103254	SHP7	SHOP W/LOFT G	 	 	720.00	S.F.	28500	1	2024-10-27
103258	COMN14	14 ON THE COMMON AMENITY	 	 	1.00	UNITS	200000	1	2024-10-27
103259	COMN14	14 ON THE COMMON AMENITY	 	 	1.00	UNITS	200000	1	2024-10-27
103260	COMN14	14 ON THE COMMON AMENITY	 	 	1.00	UNITS	200000	1	2024-10-27
103261	COMN14	14 ON THE COMMON AMENITY	 	 	1.00	UNITS	200000	1	2024-10-27
103262	COMN14	14 ON THE COMMON AMENITY	 	 	1.00	UNITS	200000	1	2024-10-27
1033	DECK	DECK	 	 	100.00	S.F.	1300	1	2024-10-27
1033	FGR1	GARAGE-AVE	 	 	576.00	S.F.	15700	1	2024-10-27
1033	LNT	LEAN-TO	 	 	128.00	S.F.	500	1	2024-10-27
1033	SHD1	SHED AVERAGE	 	 	140.00	S.F.	1800	1	2024-10-27
1033	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-10-27
1034	CAB2	W/IMPROVEMENTS	 	 	512.00	S.F.	12500	1	2024-10-27
1034	LNT	LEAN-TO	 	 	160.00	S.F.	400	1	2024-10-27
1034	LNTF	LEAN-TO FP	 	 	2.00	UNITS	100	1	2024-10-27
1034	SHD2	SHED GOOD	 	 	200.00	S.F.	3300	1	2024-10-27
1034	SHDB	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-10-27
1035	FGR1	GARAGE-AVE	 	 	768.00	S.F.	12300	1	2024-10-27
1037	SHD1	SHED AVERAGE	 	 	140.00	S.F.	1900	1	2024-10-27
1038	BRN4	1 STY LFT&BSMT	 	 	616.00	S.F.	4300	1	2024-10-27
104	FGR1	GARAGE-AVE	 	 	1416.00	S.F.	27200	1	2024-10-27
104	PAVE	SV PAVING XXL	 	 	1.00	UNITS	25000	1	2024-10-27
1040	LNT	LEAN-TO	 	 	96.00	S.F.	400	1	2024-10-27
1040	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-10-27
1041	DECK	DECK	 	 	136.00	S.F.	1800	1	2024-10-27
1041	LNT	LEAN-TO	 	 	128.00	S.F.	500	1	2024-10-27
1041	SHD2	SHED GOOD	 	 	224.00	S.F.	4400	1	2024-10-27
1042	DECK	DECK	 	 	56.00	S.F.	700	1	2024-10-27
1042	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-10-27
1045	FGR1	GARAGE-AVE	 	 	576.00	S.F.	11100	1	2024-10-27
1046	FGR1	GARAGE-AVE	 	 	216.00	S.F.	4100	1	2024-10-27
1046	SHP4	W/IMPROV AGE	 	 	1196.00	S.F.	16700	1	2024-10-27
1049	BRN3	1 STORY W/LOFT	 	 	525.00	S.F.	800	1	2024-10-27
1049	FGR3	GARAGE-LOWCOST	 	 	360.00	S.F.	2500	1	2024-10-27
1049	IMP	IMPLEMENT SHED	 	 	902.00	S.F.	2900	1	2024-10-27
1049	LNT	LEAN-TO	 	 	357.00	S.F.	200	1	2024-10-27
1049	SHD1	SHED AVERAGE	 	 	160.00	S.F.	600	1	2024-10-27
1049	SHDA	SHED FLDPR	 	 	2.00	UNITS	200	1	2024-10-27
105	BRN3	1 STORY W/LOFT	 	 	792.00	S.F.	16100	1	2024-10-27
105	IMP	IMPLEMENT SHED	 	 	324.00	S.F.	1100	1	2024-10-27
105	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-10-27
1051	FGR1	GARAGE-AVE	 	 	484.00	S.F.	13200	1	2024-10-27
1051	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-10-27
1051	SHD1	SHED AVERAGE	 	 	64.00	S.F.	800	1	2024-10-27
1051	SHP1	WORK SHOP AVE	 	 	384.00	S.F.	9400	1	2024-10-27
1052	FGR1	GARAGE-AVE	 	 	576.00	S.F.	11100	1	2024-10-27
1053	BRN1	BARN - 1 STORY	 	 	2004.00	S.F.	27700	1	2024-10-27
1053	CAB1	CABIN-MINIMAL	 	 	120.00	S.F.	1400	2	2024-10-27
1053	FCP	CARPORT	 	 	840.00	S.F.	7100	1	2024-10-27
1053	FOP	SCREEN HOUSE	 	 	144.00	S.F.	600	2	2024-10-27
1053	IMP	IMPLEMENT SHED	 	 	592.00	S.F.	4600	2	2024-10-27
1053	LNT	LEAN-TO	 	 	280.00	S.F.	1000	2	2024-10-27
1053	PAT1	PATIO-AVG	 	 	280.00	S.F.	1000	2	2024-10-27
1053	SHP7	SHOP W/LOFT G	 	 	1122.00	S.F.	39500	2	2024-10-27
1053	SPL3	GUNITE	 	 	740.00	S.F.	17300	1	2024-10-27
1054	BRN4	1 STY LFT&BSMT	 	 	460.00	S.F.	12900	1	2024-10-27
1054	BRN8	POLE BRN/RUN N	 	 	140.00	S.F.	1300	1	2024-10-27
1054	BRN9	1 STY LFT&BSMT	 	 	960.00	S.F.	26900	1	2024-10-27
