App. Year,Improvements,Land,Total,PID,CollectedOn
2022,447000,186000,633000,41,2023-01-25
2021,447000,186000,633000,41,2023-01-25
2020,441600,175800,617400,41,2023-01-25
,,,,,
2022,269800,218700,488500,42,2023-01-25
2021,269800,218700,488500,42,2023-01-25
2020,246800,192400,439200,42,2023-01-25
,,,,,
2022,137300,208300,345600,43,2023-01-25
2021,137300,208300,345600,43,2023-01-25
2020,156300,163100,319400,43,2023-01-25
,,,,,
2022,194300,0,194300,50,2023-01-25
2021,194300,0,194300,50,2023-01-25
2020,150100,0,150100,50,2023-01-25
,,,,,
2022,197400,0,197400,51,2023-01-25
2021,197400,0,197400,51,2023-01-25
2020,144300,0,144300,51,2023-01-25
,,,,,
2022,184100,0,184100,52,2023-01-25
2021,184100,0,184100,52,2023-01-25
2020,141100,0,141100,52,2023-01-25
,,,,,
2022,208500,0,208500,53,2023-01-25
2021,208500,0,208500,53,2023-01-25
2020,162700,0,162700,53,2023-01-25
,,,,,
2022,179900,0,179900,54,2023-01-25
2021,179900,0,179900,54,2023-01-25
2020,137400,0,137400,54,2023-01-25
,,,,,
2022,195600,0,195600,55,2023-01-25
2021,195600,0,195600,55,2023-01-25
2020,151200,0,151200,55,2023-01-25
,,,,,
2022,976100,234500,1210600,56,2023-01-25
2021,926400,234500,1160900,56,2023-01-25
2020,908500,186700,1095200,56,2023-01-25
,,,,,
2022,734700,230000,964700,57,2023-01-25
2021,734700,230000,964700,57,2023-01-25
2020,714200,202400,916600,57,2023-01-25
,,,,,
2022,653600,262000,915600,58,2023-01-25
2021,653600,262000,915600,58,2023-01-25
2020,604000,255500,859500,58,2023-01-25
,,,,,
2022,355300,156500,511800,59,2023-01-25
2021,355300,156500,511800,59,2023-01-25
2020,331100,165000,496100,59,2023-01-25
,,,,,
2022,485100,218900,704000,60,2023-01-25
2021,485100,218900,704000,60,2023-01-25
2020,442800,192600,635400,60,2023-01-25
,,,,,
2022,498400,163900,662300,62,2023-01-25
2021,485300,163900,649200,62,2023-01-25
2020,404000,172100,576100,62,2023-01-25
,,,,,
2022,258400,232100,490500,63,2023-01-25
2021,258400,232100,490500,63,2023-01-25
2020,182300,204300,386600,63,2023-01-25
,,,,,
2022,103900,218200,322100,64,2023-01-25
2021,103900,218200,322100,64,2023-01-25
2020,100700,161800,262500,64,2023-01-25
,,,,,
2022,436100,228900,665000,65,2023-01-25
2021,316000,228900,544900,65,2023-01-25
2020,288100,201400,489500,65,2023-01-25
,,,,,
2022,218800,230900,449700,66,2023-01-25
2021,218800,230900,449700,66,2023-01-25
2020,205200,203200,408400,66,2023-01-25
,,,,,
2022,0,103200,103200,67,2023-01-25
2021,0,103200,103200,67,2023-01-25
2020,0,87400,87400,67,2023-01-25
,,,,,
2022,127000,157100,284100,68,2023-01-25
2021,127000,157100,284100,68,2023-01-25
2020,136000,120600,256600,68,2023-01-25
,,,,,
2022,0,8600,8600,69,2023-01-25
2021,0,8600,8600,69,2023-01-25
2020,0,8400,8400,69,2023-01-25
,,,,,
2022,519800,234400,754200,76,2023-01-25
2021,519800,234400,754200,76,2023-01-25
2020,537500,206400,743900,76,2023-01-25
,,,,,
2022,343500,234900,578400,77,2023-01-25
2021,343500,234900,578400,77,2023-01-25
2020,338100,206800,544900,77,2023-01-25
,,,,,
2022,173800,216500,390300,78,2023-01-25
2021,173800,216500,390300,78,2023-01-25
2020,132600,190400,323000,78,2023-01-25
,,,,,
2022,116800,216500,333300,79,2023-01-25
2021,116800,216500,333300,79,2023-01-25
2020,105400,190200,295600,79,2023-01-25
,,,,,
2022,301600,317200,618800,80,2023-01-25
2021,301600,317200,618800,80,2023-01-25
2020,226900,265000,491900,80,2023-01-25
,,,,,
2022,92200,233300,325500,81,2023-01-25
2021,139400,290400,429800,81,2023-01-25
2020,119100,255500,374600,81,2023-01-25
,,,,,
2022,217700,199300,417000,82,2023-01-25
2021,217700,199300,417000,82,2023-01-25
2020,157800,186800,344600,82,2023-01-25
,,,,,
2022,190300,161800,352100,83,2023-01-25
2021,189900,161800,351700,83,2023-01-25
2020,151100,170400,321500,83,2023-01-25
,,,,,
2022,3187200,2000100,5187300,84,2023-01-25
2021,3187200,2000100,5187300,84,2023-01-25
2020,2800400,1387500,4187900,84,2023-01-25
,,,,,
2022,0,16900,16900,85,2023-01-25
2021,0,16900,16900,85,2023-01-25
2020,0,16400,16400,85,2023-01-25
,,,,,
2022,471700,228900,700600,86,2023-01-25
2021,471700,228900,700600,86,2023-01-25
2020,422300,201400,623700,86,2023-01-25
,,,,,
2022,379700,256000,635700,87,2023-01-25
2021,379700,256000,635700,87,2023-01-25
2020,373400,225400,598800,87,2023-01-25
,,,,,
2022,43200,113400,156600,88,2023-01-25
2021,43200,113400,156600,88,2023-01-25
2020,36900,75200,112100,88,2023-01-25
,,,,,
2022,252300,375600,627900,89,2023-01-25
2021,252300,375600,627900,89,2023-01-25
2020,272500,334800,607300,89,2023-01-25
,,,,,
2022,526300,277000,803300,91,2023-01-25
2021,526300,277000,803300,91,2023-01-25
2020,548900,191900,740800,91,2023-01-25
,,,,,
2022,77800,179500,257300,92,2023-01-25
2021,77800,179500,257300,92,2023-01-25
2020,63100,149400,212500,92,2023-01-25
,,,,,
2022,548900,204300,753200,93,2023-01-25
2021,475800,204300,680100,93,2023-01-25
2020,298700,188200,486900,93,2023-01-25
,,,,,
2022,385500,179200,564700,94,2023-01-25
2021,385500,179200,564700,94,2023-01-25
2020,266600,178700,445300,94,2023-01-25
,,,,,
2022,410100,207600,617700,95,2023-01-25
2021,410100,207600,617700,95,2023-01-25
2020,287100,189100,476200,95,2023-01-25
,,,,,
2022,328500,0,328500,99,2023-01-25
2021,328500,0,328500,99,2023-01-25
2020,308800,0,308800,99,2023-01-25
,,,,,
2022,543900,0,543900,101,2023-01-25
2021,543900,0,543900,101,2023-01-25
2020,543200,0,543200,101,2023-01-25
,,,,,
2022,7500,104000,111500,102,2023-01-25
2021,7500,104000,111500,102,2023-01-25
2020,7500,91900,99400,102,2023-01-25
,,,,,
2022,121800,185100,306900,103,2023-01-25
2021,121800,185100,306900,103,2023-01-25
2020,116200,162700,278900,103,2023-01-25
,,,,,
2022,1055000,394300,1449300,104,2023-01-25
2021,1055000,394300,1449300,104,2023-01-25
2020,923900,298600,1222500,104,2023-01-25
,,,,,
2022,236100,274300,510400,105,2023-01-25
2021,236100,274300,510400,105,2023-01-25
2020,219000,249200,468200,105,2023-01-25
,,,,,
2022,1421000,488300,1909300,106,2023-01-25
2021,1421000,488300,1909300,106,2023-01-25
2020,1164400,388300,1552700,106,2023-01-25
,,,,,
2022,359500,263700,623200,107,2023-01-25
2021,359500,263700,623200,107,2023-01-25
2020,340500,233900,574400,107,2023-01-25
,,,,,
2022,4400,424700,429100,111,2023-01-25
2021,4400,424700,429100,111,2023-01-25
2020,4000,337700,341700,111,2023-01-25
,,,,,
2022,51000,194200,245200,115,2023-01-25
2021,221200,258500,479700,115,2023-01-25
2020,168500,214900,383400,115,2023-01-25
,,,,,
2022,249500,148200,397700,116,2023-01-25
2021,249500,148200,397700,116,2023-01-25
2020,222400,119300,341700,116,2023-01-25
,,,,,
2022,426300,0,426300,117,2023-01-25
2021,426300,0,426300,117,2023-01-25
2020,388500,0,388500,117,2023-01-25
,,,,,
2022,155800,405100,560900,118,2023-01-25
2021,155800,405100,560900,118,2023-01-25
2020,143400,287600,431000,118,2023-01-25
,,,,,
2022,462100,360800,822900,120,2023-01-25
2021,462100,360800,822900,120,2023-01-25
2020,461500,277700,739200,120,2023-01-25
,,,,,
2022,2900,143700,146600,121,2023-01-25
2021,2400,143700,146100,121,2023-01-25
2020,73600,115200,188800,121,2023-01-25
,,,,,
2022,273000,133300,406300,122,2023-01-25
2021,273000,133300,406300,122,2023-01-25
2020,223700,105800,329500,122,2023-01-25
,,,,,
2022,151900,132200,284100,123,2023-01-25
2021,151900,132200,284100,123,2023-01-25
2020,120600,105500,226100,123,2023-01-25
,,,,,
2022,354900,223000,577900,124,2023-01-25
2021,354900,223000,577900,124,2023-01-25
2020,326200,140700,466900,124,2023-01-25
,,,,,
2022,272000,155700,427700,125,2023-01-25
2021,272000,155700,427700,125,2023-01-25
2020,227400,119300,346700,125,2023-01-25
,,,,,
2022,240200,153300,393500,127,2023-01-25
2021,240200,153300,393500,127,2023-01-25
2020,263100,114100,377200,127,2023-01-25
,,,,,
2022,395000,188500,583500,128,2023-01-25
2021,395000,188500,583500,128,2023-01-25
2020,416100,111500,527600,128,2023-01-25
,,,,,
2022,182300,157500,339800,129,2023-01-25
2021,182300,157500,339800,129,2023-01-25
2020,170700,124600,295300,129,2023-01-25
,,,,,
2022,0,40300,40300,132,2023-01-25
2021,0,40300,40300,132,2023-01-25
2020,0,33700,33700,132,2023-01-25
,,,,,
2022,42000,0,42000,133,2023-01-25
2021,42000,0,42000,133,2023-01-25
2020,38500,0,38500,133,2023-01-25
,,,,,
2022,15200,12200,27400,136,2023-01-25
2021,15200,12200,27400,136,2023-01-25
2020,13400,9700,23100,136,2023-01-25
,,,,,
2022,46900,189400,236300,137,2023-01-25
2021,46900,189400,236300,137,2023-01-25
2020,42400,154600,197000,137,2023-01-25
,,,,,
2022,1194500,246000,1440500,138,2023-01-25
2021,1194500,246000,1440500,138,2023-01-25
2020,1092000,237600,1329600,138,2023-01-25
,,,,,
2022,81400,166400,247800,139,2023-01-25
2021,81400,166400,247800,139,2023-01-25
2020,73400,132400,205800,139,2023-01-25
,,,,,
2022,575300,151500,726800,140,2023-01-25
2021,575300,151500,726800,140,2023-01-25
2020,531800,156000,687800,140,2023-01-25
,,,,,
2022,183800,209900,393700,142,2023-01-25
2021,183800,209900,393700,142,2023-01-25
2020,190500,184600,375100,142,2023-01-25
,,,,,
2022,334100,206900,541000,143,2023-01-25
2021,334100,206900,541000,143,2023-01-25
2020,289400,181800,471200,143,2023-01-25
,,,,,
2022,145200,133000,278200,144,2023-01-25
2021,144800,133000,277800,144,2023-01-25
2020,138000,111800,249800,144,2023-01-25
,,,,,
2022,163800,142700,306500,148,2023-01-25
2021,163800,142700,306500,148,2023-01-25
2020,138200,108700,246900,148,2023-01-25
,,,,,
2022,385600,171200,556800,149,2023-01-25
2021,385600,171200,556800,149,2023-01-25
2020,290200,130100,420300,149,2023-01-25
,,,,,
2022,410700,170200,580900,150,2023-01-25
2021,410700,170200,580900,150,2023-01-25
2020,124300,129200,253500,150,2023-01-25
,,,,,
2022,0,218500,218500,151,2023-01-25
2021,0,218500,218500,151,2023-01-25
2020,0,137300,137300,151,2023-01-25
,,,,,
2022,176000,84800,260800,152,2023-01-25
2021,175200,84800,260000,152,2023-01-25
2020,130800,70400,201200,152,2023-01-25
,,,,,
2022,149400,111300,260700,153,2023-01-25
2021,149400,111300,260700,153,2023-01-25
2020,138400,90300,228700,153,2023-01-25
,,,,,
2022,82500,82400,164900,154,2023-01-25
2021,82500,82400,164900,154,2023-01-25
2020,66800,72000,138800,154,2023-01-25
,,,,,
2022,21200,166100,187300,159,2023-01-25
2021,21200,166100,187300,159,2023-01-25
2020,17900,127200,145100,159,2023-01-25
,,,,,
2022,562100,219600,781700,161,2023-01-25
2021,562100,219600,781700,161,2023-01-25
2020,592300,158900,751200,161,2023-01-25
,,,,,
2022,165400,126800,292200,162,2023-01-25
2021,165400,126800,292200,162,2023-01-25
2020,165400,97100,262500,162,2023-01-25
,,,,,
2022,269600,158900,428500,163,2023-01-25
2021,269600,158900,428500,163,2023-01-25
2020,298800,97300,396100,163,2023-01-25
,,,,,
2022,46200,98300,144500,164,2023-01-25
2021,46200,98300,144500,164,2023-01-25
2020,38900,83100,122000,164,2023-01-25
,,,,,
2022,289300,224000,513300,167,2023-01-25
2021,289300,224000,513300,167,2023-01-25
2020,279800,110300,390100,167,2023-01-25
,,,,,
2022,174500,129600,304100,168,2023-01-25
2021,174500,129600,304100,168,2023-01-25
2020,146700,98800,245500,168,2023-01-25
,,,,,
2022,154200,111100,265300,169,2023-01-25
2021,154200,111100,265300,169,2023-01-25
2020,130800,92200,223000,169,2023-01-25
,,,,,
2022,1225500,266800,1492300,170,2023-01-25
2021,1225500,266800,1492300,170,2023-01-25
2020,1095300,204200,1299500,170,2023-01-25
,,,,,
2022,0,144500,144500,171,2023-01-25
2021,0,144500,144500,171,2023-01-25
2020,0,106000,106000,171,2023-01-25
,,,,,
2022,0,161400,161400,172,2023-01-25
2021,0,161400,161400,172,2023-01-25
2020,0,119400,119400,172,2023-01-25
,,,,,
2022,465200,146600,611800,173,2023-01-25
2021,465200,154000,619200,173,2023-01-25
2020,361400,117800,479200,173,2023-01-25
,,,,,
2022,152300,132200,284500,174,2023-01-25
2021,152300,132200,284500,174,2023-01-25
2020,136900,100500,237400,174,2023-01-25
,,,,,
2022,156600,137900,294500,176,2023-01-25
2021,156600,137900,294500,176,2023-01-25
2020,116500,105000,221500,176,2023-01-25
,,,,,
2022,81400,129800,211200,177,2023-01-25
2021,85100,129800,214900,177,2023-01-25
2020,92300,88300,180600,177,2023-01-25
,,,,,
2022,231800,126600,358400,178,2023-01-25
2021,231800,126600,358400,178,2023-01-25
2020,205300,97000,302300,178,2023-01-25
,,,,,
2022,149400,138100,287500,179,2023-01-25
2021,149400,138100,287500,179,2023-01-25
2020,140700,105200,245900,179,2023-01-25
,,,,,
2022,597800,284700,882500,180,2023-01-25
2021,597800,284700,882500,180,2023-01-25
2020,557700,289900,847600,180,2023-01-25
,,,,,
2022,0,333600,333600,181,2023-01-25
2021,0,333600,333600,181,2023-01-25
2020,0,246600,246600,181,2023-01-25
,,,,,
2022,507900,233200,741100,182,2023-01-25
2021,507900,233200,741100,182,2023-01-25
2020,520800,267400,788200,182,2023-01-25
,,,,,
2022,282900,103000,385900,183,2023-01-25
2021,10900,103000,113900,183,2023-01-25
2020,12500,67000,79500,183,2023-01-25
,,,,,
2022,314000,322400,636400,187,2023-01-25
2021,351200,344600,695800,187,2023-01-25
2020,259400,268200,527600,187,2023-01-25
,,,,,
2022,613900,312400,926300,188,2023-01-25
2021,329500,275100,604600,188,2023-01-25
2020,234300,213100,447400,188,2023-01-25
,,,,,
2022,8500,129600,138100,189,2023-01-25
2021,8500,129600,138100,189,2023-01-25
2020,7800,111900,119700,189,2023-01-25
,,,,,
2022,0,59200,59200,190,2023-01-25
2021,0,59200,59200,190,2023-01-25
2020,0,52800,52800,190,2023-01-25
,,,,,
2022,0,204100,204100,191,2023-01-25
2021,0,204100,204100,191,2023-01-25
2020,0,184700,184700,191,2023-01-25
,,,,,
2022,0,689600,689600,192,2023-01-25
2021,0,689600,689600,192,2023-01-25
2020,0,576600,576600,192,2023-01-25
,,,,,
2022,0,22300,22300,194,2023-01-25
2021,0,22300,22300,194,2023-01-25
2020,0,10800,10800,194,2023-01-25
,,,,,
2022,343500,176200,519700,195,2023-01-25
2021,343500,176200,519700,195,2023-01-25
2020,328100,138000,466100,195,2023-01-25
,,,,,
2022,0,166600,166600,197,2023-01-25
2021,0,166600,166600,197,2023-01-25
2020,0,154300,154300,197,2023-01-25
,,,,,
2022,322700,251700,574400,201,2023-01-25
2021,322700,251700,574400,201,2023-01-25
2020,350000,229300,579300,201,2023-01-25
,,,,,
2022,418600,774500,1193100,202,2023-01-25
2021,392300,774500,1166800,202,2023-01-25
2020,377800,664500,1042300,202,2023-01-25
,,,,,
2022,232400,125100,357500,203,2023-01-25
2021,232400,125100,357500,203,2023-01-25
2020,195200,93600,288800,203,2023-01-25
,,,,,
2022,396000,484700,880700,204,2023-01-25
2021,396000,484700,880700,204,2023-01-25
2020,256600,318000,574600,204,2023-01-25
,,,,,
2022,606800,227800,834600,206,2023-01-25
2021,606800,227800,834600,206,2023-01-25
2020,566800,186800,753600,206,2023-01-25
,,,,,
2022,1700,647500,649200,207,2023-01-25
2021,1700,647500,649200,207,2023-01-25
2020,1500,578300,579800,207,2023-01-25
,,,,,
2022,180600,142400,323000,208,2023-01-25
2021,180600,142400,323000,208,2023-01-25
2020,172800,98300,271100,208,2023-01-25
,,,,,
2022,124500,143300,267800,209,2023-01-25
2021,119000,143300,262300,209,2023-01-25
2020,102800,99100,201900,209,2023-01-25
,,,,,
2022,193800,143300,337100,210,2023-01-25
2021,193800,143300,337100,210,2023-01-25
2020,186600,99100,285700,210,2023-01-25
,,,,,
2022,0,476800,476800,217,2023-01-25
2021,0,476800,476800,217,2023-01-25
2020,0,259100,259100,217,2023-01-25
,,,,,
2022,176100,164500,340600,219,2023-01-25
2021,176100,164500,340600,219,2023-01-25
2020,189400,99100,288500,219,2023-01-25
,,,,,
2022,180400,108100,288500,220,2023-01-25
2021,180400,108100,288500,220,2023-01-25
2020,140700,82700,223400,220,2023-01-25
,,,,,
2022,221900,95600,317500,221,2023-01-25
2021,221900,95600,317500,221,2023-01-25
2020,173600,73500,247100,221,2023-01-25
,,,,,
2022,269100,168700,437800,222,2023-01-25
2021,269100,168700,437800,222,2023-01-25
2020,232300,126700,359000,222,2023-01-25
,,,,,
2022,334100,175300,509400,223,2023-01-25
2021,322900,175300,498200,223,2023-01-25
2020,288000,157200,445200,223,2023-01-25
,,,,,
2022,234300,215300,449600,224,2023-01-25
2021,234300,215300,449600,224,2023-01-25
2020,222000,167900,389900,224,2023-01-25
,,,,,
2022,86100,176600,262700,225,2023-01-25
2021,86100,176600,262700,225,2023-01-25
2020,73100,113900,187000,225,2023-01-25
,,,,,
2022,312700,179600,492300,229,2023-01-25
2021,312700,179600,492300,229,2023-01-25
2020,290000,105400,395400,229,2023-01-25
,,,,,
2022,0,218200,218200,230,2023-01-25
2021,0,218200,218200,230,2023-01-25
2020,0,175200,175200,230,2023-01-25
,,,,,
2022,82800,91300,174100,231,2023-01-25
2021,82800,91300,174100,231,2023-01-25
2020,57100,69500,126600,231,2023-01-25
,,,,,
2022,72200,57800,130000,232,2023-01-25
2021,72200,57800,130000,232,2023-01-25
2020,54200,52500,106700,232,2023-01-25
,,,,,
2022,81500,65100,146600,233,2023-01-25
2021,81500,65100,146600,233,2023-01-25
2020,59900,59000,118900,233,2023-01-25
,,,,,
2022,228500,134400,362900,234,2023-01-25
2021,228500,134400,362900,234,2023-01-25
2020,234500,78100,312600,234,2023-01-25
,,,,,
2022,455900,169300,625200,235,2023-01-25
2021,455900,169300,625200,235,2023-01-25
2020,403100,107900,511000,235,2023-01-25
,,,,,
2022,184400,119700,304100,236,2023-01-25
2021,184400,119700,304100,236,2023-01-25
2020,152400,67800,220200,236,2023-01-25
,,,,,
2022,45100,88200,133300,237,2023-01-25
2021,45100,88200,133300,237,2023-01-25
2020,39500,53000,92500,237,2023-01-25
,,,,,
2022,149100,133300,282400,238,2023-01-25
2021,149100,133300,282400,238,2023-01-25
2020,108100,93500,201600,238,2023-01-25
,,,,,
2022,143900,719400,863300,241,2023-01-25
2021,143900,719400,863300,241,2023-01-25
2020,120900,621400,742300,241,2023-01-25
,,,,,
2022,0,9700,9700,243,2023-01-25
2021,0,9700,9700,243,2023-01-25
2020,0,8800,8800,243,2023-01-25
,,,,,
2022,0,800,800,244,2023-01-25
2021,0,800,800,244,2023-01-25
2020,0,700,700,244,2023-01-25
,,,,,
2022,193200,115700,308900,245,2023-01-25
2021,193200,115700,308900,245,2023-01-25
2020,98100,86300,184400,245,2023-01-25
,,,,,
2022,0,300300,300300,246,2023-01-25
2021,0,300300,300300,246,2023-01-25
2020,0,253600,253600,246,2023-01-25
,,,,,
2022,13400,149200,162600,247,2023-01-25
2021,13400,149200,162600,247,2023-01-25
2020,10400,92900,103300,247,2023-01-25
,,,,,
2022,126300,137700,264000,248,2023-01-25
2021,126300,137700,264000,248,2023-01-25
2020,144000,105500,249500,248,2023-01-25
,,,,,
2022,155900,144300,300200,249,2023-01-25
2021,155900,144300,300200,249,2023-01-25
2020,167400,122000,289400,249,2023-01-25
,,,,,
2022,0,341700,341700,250,2023-01-25
2021,0,341700,341700,250,2023-01-25
2020,0,280000,280000,250,2023-01-25
,,,,,
2022,367000,349100,716100,251,2023-01-25
2021,367000,349100,716100,251,2023-01-25
2020,163700,287200,450900,251,2023-01-25
,,,,,
2022,176700,251500,428200,252,2023-01-25
2021,176700,251500,428200,252,2023-01-25
2020,155600,191800,347400,252,2023-01-25
,,,,,
2022,212100,150400,362500,253,2023-01-25
2021,212100,150400,362500,253,2023-01-25
2020,187200,116400,303600,253,2023-01-25
,,,,,
2022,356800,460900,817700,254,2023-01-25
2021,356800,460900,817700,254,2023-01-25
2020,243100,398600,641700,254,2023-01-25
,,,,,
2022,471100,129400,600500,255,2023-01-25
2021,435400,129400,564800,255,2023-01-25
2020,188200,99500,287700,255,2023-01-25
,,,,,
2022,1367900,364300,1732200,256,2023-01-25
2021,1367900,364300,1732200,256,2023-01-25
2020,1251500,237700,1489200,256,2023-01-25
,,,,,
2022,56900,130700,187600,257,2023-01-25
2021,56900,130700,187600,257,2023-01-25
2020,67900,100700,168600,257,2023-01-25
,,,,,
2022,378800,0,378800,258,2023-01-25
2021,378800,0,378800,258,2023-01-25
2020,347600,0,347600,258,2023-01-25
,,,,,
2022,2454700,592700,3047400,259,2023-01-25
2021,2454700,592700,3047400,259,2023-01-25
2020,2190400,492700,2683100,259,2023-01-25
,,,,,
2022,82600,164500,247100,260,2023-01-25
2021,82600,164500,247100,260,2023-01-25
2020,61100,157300,218400,260,2023-01-25
,,,,,
2022,66900,122600,189500,267,2023-01-25
2021,66900,122600,189500,267,2023-01-25
2020,36300,96600,132900,267,2023-01-25
,,,,,
2022,54400,117800,172200,270,2023-01-25
2021,54400,117800,172200,270,2023-01-25
2020,33700,92300,126000,270,2023-01-25
,,,,,
2022,293800,127600,421400,271,2023-01-25
2021,293800,127600,421400,271,2023-01-25
2020,313300,78200,391500,271,2023-01-25
,,,,,
2022,0,11300,11300,272,2023-01-25
2021,0,11300,11300,272,2023-01-25
2020,0,9000,9000,272,2023-01-25
,,,,,
2022,32800,100700,133500,273,2023-01-25
2021,32800,100700,133500,273,2023-01-25
2020,25700,69300,95000,273,2023-01-25
,,,,,
2022,230700,139000,369700,274,2023-01-25
2021,230700,139000,369700,274,2023-01-25
2020,197900,101700,299600,274,2023-01-25
,,,,,
2022,15500,109800,125300,275,2023-01-25
2021,30200,109800,140000,275,2023-01-25
2020,14200,84200,98400,275,2023-01-25
,,,,,
2022,133100,173400,306500,276,2023-01-25
2021,133100,173400,306500,276,2023-01-25
2020,122700,167400,290100,276,2023-01-25
,,,,,
2022,0,58200,58200,277,2023-01-25
2021,0,58200,58200,277,2023-01-25
2020,0,48300,48300,277,2023-01-25
,,,,,
2022,147100,303100,450200,278,2023-01-25
2021,159300,313600,472900,278,2023-01-25
2020,72200,277900,350100,278,2023-01-25
,,,,,
2022,161300,176800,338100,279,2023-01-25
2021,161300,176800,338100,279,2023-01-25
2020,123600,148700,272300,279,2023-01-25
,,,,,
2022,0,431500,431500,280,2023-01-25
2021,0,431500,431500,280,2023-01-25
2020,0,351300,351300,280,2023-01-25
,,,,,
2022,25500,171600,197100,283,2023-01-25
2021,25500,171600,197100,283,2023-01-25
2020,32600,130600,163200,283,2023-01-25
,,,,,
2022,566500,297100,863600,287,2023-01-25
2021,566500,297100,863600,287,2023-01-25
2020,518800,278200,797000,287,2023-01-25
,,,,,
2022,245600,328100,573700,288,2023-01-25
2021,245600,328100,573700,288,2023-01-25
2020,204100,307200,511300,288,2023-01-25
,,,,,
2022,618200,454000,1072200,290,2023-01-25
2021,618200,454000,1072200,290,2023-01-25
2020,269000,476100,745100,290,2023-01-25
,,,,,
2022,0,139200,139200,291,2023-01-25
2021,0,139200,139200,291,2023-01-25
2020,0,117400,117400,291,2023-01-25
,,,,,
2022,-18800,569300,550500,292,2023-01-25
2021,376400,569300,945700,292,2023-01-25
2020,317300,495300,812600,292,2023-01-25
,,,,,
2022,411100,386400,797500,294,2023-01-25
2021,411100,386400,797500,294,2023-01-25
