100182	1	1985	1720	262395	89	233500	Condominium	Res Condo	Good +10	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	6	MISSING-Num Kitchens:	1720	1720	2023-08-17
100184	1	1981	2500	501918	42	210800	Condo Office	Com Condo	Good +20	1.5	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	3192	2500	2023-08-17
1002	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
100202	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
100243	1	2001	2456	560805	85	476700	Colonial	Residential	Good +10	2	3	3	0	8	01	4772	2456	2023-08-17
100243	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
100262	1	2001	3630	868858	85	738500	Colonial	Residential	Excellent	2	3	3	0	8	01	7186	3630	2023-08-17
100263	1	2000	3240	660547	85	561500	Colonial	Residential	Good +10	2	4	3	1	9	01	5790	3240	2023-08-17
100263	1	2000	3240	701241	85	596100	Colonial	Residential	Good +10	2	4	3	1	9	01	6600	3240	2024-03-13
100264	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
100265	1	2013	2052	411452	96	395000	Colonial	Residential	Good	2	3	2	2	6	 	3417	2052	2023-08-17
100282	1	1999	2676	604153	81	489400	Colonial	Residential	Good +10	2	3	3	1	9	01	4997	2676	2023-08-17
1003	1	1830	1784	193003	76	146700	Conventional	Residential	Average +10	2	3	2	0	8	01	3302	1784	2023-08-17
1003	2	2023	974	188644	60	113200	Apt/Garage	Residential	Average +20	2	2	1	 	 	 	3922	974	2024-07-15
100302	1	1997	1965	276703	83	229700	Modern/Contemp	Residential	Average +20	2	2	2	0	7	01	3388	1965	2023-08-17
100322	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
100361	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
1004	1	1979	3480	415691	85	353300	Modern/Contemp	Residential	Average +10	2	3	3	0	8	01	5035	3480	2023-08-17
100401	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
100422	1	1981	2000	300612	90	270600	Condominium	Res Condo	Good +10	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	6	MISSING-Num Kitchens:	2200	2000	2023-08-17
100422	2	1999	432	49579	83	41200	Studio/Garage	Residential	Average	1.75	00	0	0	 	00	1152	432	2023-08-17
100442	1	1981	1960	277289	90	249600	Condominium	Res Condo	Good +10	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	1960	1960	2023-08-17
100462	1	1981	1430	145731	85	123900	Condominium	Res Condo	Average	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	4	MISSING-Num Kitchens:	1430	1430	2023-08-17
100463	1	1981	1980	292558	85	248700	Condominium	Res Condo	Good +10	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	3180	1980	2023-08-17
100482	1	1983	1056	144509	85	122800	Condominium	Res Condo	Average +20	2	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	4	MISSING-Num Kitchens:	1120	1056	2023-08-17
1005	1	1815	1980	266150	75	199600	Antique	Residential	Average +10	1.5	2	2	0	7	01	4110	1980	2023-08-17
1005	2	1993	1080	165629	77	127500	Modern/Contemp	Residential	Average	1.5	1	1	0	3	01	2224	1080	2023-08-17
100502	1	1983	2268	314014	90	282600	Condominium	Res Condo	Good +10	2	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	2448	2268	2023-08-17
100503	1	1986	1056	144914	90	130400	Condominium	Res Condo	Average +20	2	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	4	MISSING-Num Kitchens:	1136	1056	2023-08-17
100522	1	1985	936	119205	80	95400	Condominium	Res Condo	Average +10	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	4	MISSING-Num Kitchens:	984	936	2023-08-17
100523	1	1985	1484	229008	90	206100	Condominium	Res Condo	Good +10	1.5	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	2120	1484	2023-08-17
100542	1	1790	1926	369617	90	332700	Condominium	Res Condo	Good +20	1.5	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	7	MISSING-Num Kitchens:	4062	1926	2023-08-17
100543	1	1980	3401	537083	75	402800	Condominium	Res Condo	Good +20	2.5	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	9	MISSING-Num Kitchens:	5202	3401	2023-08-17
100562	1	1982	2087	312614	90	281400	Condominium	Res Condo	Good +10	1.75	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	2662	2087	2023-08-17
100562	2	2000	288	37167	83	30800	Studio/Garage	Residential	Average	1.5	00	0	0	1	00	1152	288	2023-08-17
100563	1	1982	1663	257375	85	218800	Condominium	Res Condo	Good +10	1.75	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	2016	1663	2023-08-17
100582	1	1982	1470	289317	85	245900	Condominium	Res Condo	Good +10	1.75	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	2670	1470	2023-08-17
100583	1	1987	9335	1639660	68	1115000	Private School	Commercial	Average +10	2	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	10310	9335	2023-08-17
100583	2	1989	3091	342336	60	205400	Private School	Commercial	Minimum	1.5	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	4	MISSING-Num Kitchens:	4032	3091	2023-08-17
100583	2	1989	3091	502093	60	301300	Private School	Commercial	Average +10	1.5	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	4	MISSING-Num Kitchens:	4032	3091	2024-07-15
100583	3	1998	2828	314226	40	125700	Private School	Commercial	Minimum	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	2828	2828	2023-08-17
100583	3	2016	10908	2024309	94	1902900	Private School	Commercial	Average +10	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	24770	10908	2024-07-15
100583	4	2019	314	106586	90	95900	Private School	Commercial	Average +10	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	821	314	2023-08-17
1006	1	1925	1162	156045	80	124800	Cape Cod	Residential	Average +10	1.75	2	1	1	5	01	1692	1162	2023-08-17
100602	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
100622	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
100642	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
100662	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
100722	1	2006	2368	421807	87	367000	Colonial	Residential	Average +20	2	4	3	1	7	 	3660	2368	2023-08-17
100742	1	2008	3078	695213	91	632600	Modern/Contemp	Residential	Good +20	1.75	2	3	0	7	 	7364	3078	2023-08-17
100822	1	1986	1140	207947	71	147600	Ranch	Residential	Average +10	1	2	2	0	4	01	2984	1140	2023-08-17
100822	1	1986	1140	216524	71	153700	Ranch	Residential	Average +10	1	2	2	0	4	01	2984	1140	2024-07-15
100863	1	1999	1512	185418	83	153900	Cape Cod	Residential	Average	1.75	3	2	0	6	01	2764	1512	2023-08-17
1009	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101	1	1840	1755	227439	65	147800	Office Bldg	Commercial	Average	1.5	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	2376	1755	2023-08-17
101	2	1978	4320	360589	57	205500	Stor/Off/Apt	Commercial	Average	2	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	4464	4320	2023-08-17
101082	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101143	1	2000	2304	459399	83	381300	Colonial	Residential	Average +20	2	5	3	0	11	01	4176	2304	2023-08-17
101143	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101162	1	1850	3038	349594	72	251700	Stor/Off/Apt	Commercial	Average +10	1.75	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	10	MISSING-Num Kitchens:	6233	3038	2023-08-17
101182	1	2017	2548	464662	98	455400	Colonial	Residential	Good	2	3	2	1	7	 	4924	2548	2023-08-17
101183	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101202	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101202	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101203	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101204	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101205	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101224	1	2004	2734	599745	85	509800	Colonial	Residential	Good	1.75	3	3	0	8	 	6829	2734	2023-08-17
101242	1	2001	3266	725867	87	631500	Colonial	Residential	Good +10	2	4	2	1	13	00	7772	3266	2023-08-17
101243	1	2003	3197	660125	91	600700	Colonial	Residential	Good +10	2	4	3	1	9	 	6183	3197	2023-08-17
101262	1	2005	2664	460826	88	405500	Modern/Contemp	Residential	Average +20	2	3	3	1	7	 	6278	2664	2023-08-17
101282	1	1788	3034	419598	80	335700	Antique	Residential	Average +10	1.5	4	3	0	8	01	7375	3034	2023-08-17
101325	1	2002	3065	681368	87	592800	Modern/Contemp	Residential	Excellent	1.75	2	2	1	8	01	7190	3065	2023-08-17
101325	1	2002	3065	733213	87	637900	Modern/Contemp	Residential	Excellent	1.75	2	2	1	8	01	7208	3065	2024-03-13
101325	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101342	1	2003	5137	1061523	82	870400	Modern/Contemp	Residential	Excellent	1.75	3	3	2	9	01	10351	5137	2023-08-17
101342	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101362	1	2020	3416	485647	99	480800	Modern/Contemp	Residential	Good	2	3	2	1	6	 	8065	3416	2023-08-17
101382	1	2002	1687	256597	87	223200	Cape Cod	Residential	Average +20	1.75	2	2	0	6	01	3944	1687	2023-08-17
101382	1	2002	1687	266674	87	232000	Cape Cod	Residential	Average +20	1.75	2	2	0	6	01	3944	1687	2024-07-15
101442	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101462	1	2016	3934	944742	97	916400	Modern/Contemp	Residential	Excellent	2	3	3	1	8	 	8281	3934	2023-08-17
101483	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
1015	1	1891	1127	76672	50	38300	Cape Cod	Residential	Minimum	1.75	4	0	0	8	01	1468	1127	2023-08-17
101502	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101523	1	2005	1809	319804	91	291000	Modern/Contemp	Residential	Good	2	2	2	0	7	 	4151	1809	2023-08-17
101542	1	1797	1464	220940	72	159100	Antique	Residential	Average	1.5	4	1	0	7	01	4392	1464	2023-08-17
101542	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101562	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
101582	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
1016	1	1973	1138	177618	67	119000	Raised Ranch	Residential	Average	1	4	2	0	8	01	2338	1138	2023-08-17
101602	1	2006	1183	130532	89	116200	Cape Cod	Residential	Average	1.5	3	2	0	5	 	1808	1183	2023-08-17
101622	1	2018	2100	350151	98	343100	Cape Cod	Residential	Good +10	1.75	3	2	1	8	 	3922	2100	2023-08-17
101642	1	1973	1700	314607	89	280000	Modern/Contemp	Residential	Average +20	1	3	2	0	7	01	3496	1700	2023-08-17
1018	1	1968	768	83674	50	41800	Ranch	Residential	Below Average	1	3	1	0	5	01	1728	768	2023-08-17
1019	1	2005	2016	274671	93	255400	Cape Cod	Residential	Average +10	2	2	1	3	6	01	3864	2016	2023-08-17
102	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
1020	1	1983	1144	111054	69	76600	Conventional	Residential	Below Average	2	2	1	1	5	01	2013	1144	2023-08-17
1022	1	1780	2472	364308	76	276900	Antique	Residential	Average +10	2	4	2	0	10	01	5806	2472	2023-08-17
1022	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
1022	3		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
1023	1	1981	1596	247780	64	158600	Family Conver.	Residential	Average	1.5	3	3	0	8	02	3240	1596	2023-08-17
1024	1	1956	1938	210597	67	141100	Cape Cod	Residential	Average +10	1.75	4	2	0	8	01	3148	1938	2023-08-17
1025	1	1984	1960	373449	70	261400	Colonial	Residential	Average +20	1.75	3	2	1	8	01	4232	1960	2023-08-17
1026	1	1780	2653	280788	66	185300	Cape Cod	Residential	Average +10	1.5	5	1	1	11	01	4452	2653	2023-08-17
1026	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102644	1	1980	240	8892	54	4800	Camp	Residential	Minimum	1	 	0	0	 	 	240	240	2023-08-17
102691	1	2002	3902	889222	83	738100	Modern/Contemp	Residential	Excellent	2	3	3	1	10	01	9351	3902	2023-08-17
102692	1	2006	3152	728624	88	641200	Colonial	Residential	Good +10	2	4	3	1	10	 	6504	3152	2023-08-17
1027	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102712	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102732	1	1973	960	54953	58	31900	Mobile Home	Mobile Home	Average +10	1	3	1	0	5	01	1528	960	2023-08-17
102736	1	2007	1840	448179	91	407800	Modern/Contemp	Residential	Good +10	1.5	3	2	1	6	 	5314	1840	2023-08-17
102737	1	2017	3418	645784	98	632900	Modern/Contemp	Residential	Good +20	2	3	2	1	8	 	7446	3418	2023-08-17
102759	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102763	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102766	1	1970	1714	251821	76	191400	Cape Cod	Residential	Average +20	1.75	3	2	0	9	01	3426	1714	2023-08-17
102766	1	1970	1738	254085	76	193100	Cape Cod	Residential	Average +20	1.75	3	2	0	9	01	3464	1738	2024-07-15
102768	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102770	1	2016	3296	497577	97	482600	Modern/Contemp	Residential	Good +10	2	4	2	0	8	01	4313	3296	2023-08-17
102771	1	1992	1288	198711	77	153000	Ranch	Residential	Average	1	3	2	0	8	01	2836	1288	2023-08-17
102772	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
1028	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102814	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102815	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102834	1	2018	2997	869575	98	852200	Modern/Contemp	Residential	Excellent	2	3	3	1	8	 	9365	2997	2023-08-17
102854	1	1971	1096	106120	63	66900	Ranch	Residential	Minimum	1	2	1	0	6	 	2008	1096	2024-07-15
102854	1	1971	1148	106120	63	66900	Ranch	Residential	Minimum	1	2	1	0	6	 	2008	1148	2023-08-17
102874	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102875	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102876	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102896	1	2023	2204	307977	70	215600	Cape Cod	Residential	Good	1.75	3	2	1	5	 	3944	2204	2023-08-17
102896	1	2023	2204	392272	100	392300	Modern/Contemp	Residential	Good	1.75	3	3	1	5	 	4395	2204	2024-07-15
102897	1	1927	960	63900	47	30000	Camp	Residential	Average +10	1.5	3	1	0	5	 	1455	960	2023-08-17
102897	2		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102897	3	1949	1000	57681	40	23100	Camp	Residential	Average	1	3	2	0	5	 	1180	1000	2023-08-17
102897	4	1931	712	39277	40	15700	Camp	Residential	Average	1	3	1	0	5	 	862	712	2023-08-17
102916	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102937	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-07-15
102956	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
102976	1	1930	720	80529	30	24200	Clubs/Lodge/Ha	Industrial	Minimum	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	1	MISSING-Num Kitchens:	896	720	2023-08-17
102996	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103	1	1949	1781	171225	62	106200	Conventional	Residential	Average +10	2	4	1	0	8	01	3158	1781	2023-08-17
1030	1	1994	1993	453724	79	358400	Modern/Contemp	Residential	Good +10	1	3	3	0	7	01	5450	1993	2023-08-17
103016	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103036	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103057	1	1999	2223	354052	85	300900	Cape Cod	Residential	Average +20	1.75	2	3	1	7	 	5449	2223	2023-08-17
103057	2	1955	380	23452	67	15700	Camp	Residential	Average	1	2	1	0	2	 	664	380	2023-08-17
103079	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103097	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
1031	1	1975	1276	193318	67	129500	Modern/Contemp	Residential	Below Average	1.75	1	2	0	5	01	3397	1276	2023-08-17
103117	1	1850	3038	336421	11	37000	Stor/Off/Apt	Commercial	Average +10	1.75	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	10	MISSING-Num Kitchens:	6233	3038	2023-08-17
103137	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103157	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103178	1	1850	545	55991	60	33600	Public School	Commercial	Minimum	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	1	MISSING-Num Kitchens:	545	545	2023-08-17
103197	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103197	1	2020	675	184566	98	180900	Office Bldg	Commercial	Average	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	2330	675	2023-10-24
103197	1	2020	675	186456	98	182700	Office Bldg	Commercial	Average	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	2425	675	2024-07-15
103218	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2024-07-15
103220	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103222	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103224	1	1784	2356	308132	60	184900	Antique	Residential	Average +10	1.75	3	2	0	8	 	4866	2356	2023-08-17
103225	1	1930	781	39228	35	13700	Camp	Residential	Average	1	5	1	 	7	 	796	781	2023-08-17
103226	1	1800	1638	80966	50	40500	Studio/Garage	Residential	Average	2	 	0	 	 	 	1638	1638	2023-08-17
103227	1	1934	624	30558	50	15300	Camp	Residential	Below Average	1	 	 	 	 	 	768	624	2023-08-17
103228	1	1950	400	18645	50	9300	Camp	Residential	Below Average	1	1	1	 	2	 	480	400	2023-08-17
103229	1	1955	400	19968	50	10000	Camp	Residential	Average	1	1	1	 	2	 	480	400	2023-08-17
103230	1	1926	800	43222	50	21600	Camp	Residential	Average	1	1	2	 	4	 	912	800	2023-08-17
103233	1	1927	400	22004	50	11000	Camp	Residential	Average	1	1	1	 	2	 	552	400	2023-08-17
103237	1	1926	616	23760	50	11900	Camp	Residential	Minimum	1	2	1	 	4	 	792	616	2023-08-17
103238	1		400	17798	50	8900	Camp	Residential	Below Average	1	2	1	 	2	 	460	400	2023-08-17
103239	1	1927	600	32549	50	16300	Camp	Residential	Average	1	2	1	 	4	 	768	600	2023-08-17
103240	1	1921	578	31535	50	15800	Camp	Residential	Average	1	2	1	 	4	 	802	578	2023-08-17
103242	1	1925	400	17514	55	9600	Camp	Residential	Average	1	1	1	 	3	 	484	400	2023-08-17
103243	1	1924	566	28608	50	14300	Camp	Residential	Average	1	2	1	 	4	 	686	566	2023-08-17
103244	1	1924	400	21466	50	10700	Camp	Residential	Average	1	 	1	 	2	 	480	400	2023-08-17
103245	1	1924	973	52763	50	26400	Camp	Residential	Average	1	4	1	1	6	 	1133	973	2023-08-17
103246	1	1924	400	19968	50	10000	Camp	Residential	Average	1	1	1	 	2	 	480	400	2023-08-17
103247	1	1948	400	19968	50	10000	Camp	Residential	Average	1	1	1	 	2	 	480	400	2023-08-17
103248	1	1924	800	44720	50	22400	Camp	Residential	Average	1	 	1	 	3	 	800	800	2023-08-17
103249	1	1949	400	21466	55	11800	Camp	Residential	Average	1	 	1	 	2	 	480	400	2023-08-17
103250	1	1926	864	49451	50	24700	Camp	Residential	Average	1	3	1	 	5	 	1074	864	2023-08-17
103251	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103252	1	2023	3154	340205	30	102100	Cape Cod	Residential	Average +20	2	3	2	1	5	 	4034	3154	2023-08-17
103252	1	2023	3154	376973	70	263900	Cape Cod	Residential	Average +20	2	3	2	1	5	 	5316	3154	2024-07-15
103253	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103254	1		0	0		0	Accessory Bldg	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103255	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-08-17
103257	1		0	0		0	Vacant Land	 	 	 	 	 	 	 	 	MISSING-Gross	Missing-Living	2023-12-18
103258	1	8018	1764	252029	95	239400	Condominium	Res Condo	Good	2	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	 	MISSING-Num Kitchens:	2111	1764	2024-07-15
103259	1	1818	1824	252029	95	239400	Condominium	Res Condo	Good	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	4	MISSING-Num Kitchens:	2723	1824	2024-07-15
103260	1	1818	1472	234373	95	222700	Condominium	Res Condo	Good	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	2209	1472	2024-07-15
103261	1	2023	1518	238250	100	238300	Condominium	Res Condo	Good	1	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	5	MISSING-Num Kitchens:	2220	1518	2024-07-15
103262	1	2023	1404	233169	75	174900	Condominium	Res Condo	Good	1.5	MISSING-Total Bedrooms:	MISSING-Total Bthrms:	MISSING-Total Half Baths:	4	MISSING-Num Kitchens:	2808	1404	2024-07-15
